episode,model,reward,length,success,picks,start_time,seed,collisions,rrt_failures,pick_failures,successful_picks,unreachable_cubes,optimal_steps,total_cubes,duration,unattempted_picks,path_efficiency,unique_actions,action_diversity_ratio,action_entropy
18,Custom-DDQN,149.77564690793633,8,0,8,1767738140.1227794,1059,0,0,1,8,1,9,9,52.35985851287842,1,0.8888888888888888,8,1.0,2.9999999988458437
19,Custom-DDQN,144.42487492772037,8,0,8,1767738192.4841485,1060,0,0,1,8,1,9,9,65.7044928073883,1,0.8888888888888888,8,1.0,2.9999999988458437
20,Custom-DDQN,171.1496855781359,9,1,9,1767738258.19014,1061,0,0,0,9,0,9,9,2.0316145420074463,0,1.0,9,1.0,3.169925000143887
21,Custom-DDQN,76.65179316447274,6,0,6,1767738260.2222574,1062,0,0,3,6,3,9,9,143.52618718147278,3,0.6666666666666666,6,1.0,2.584962499855539
22,Custom-DDQN,195.2758417692381,9,1,9,1767738403.7494428,1063,0,0,0,9,0,9,9,2.6936888694763184,0,1.0,9,1.0,3.169925000143887
23,Custom-DDQN,201.5731772691829,9,1,9,1767738406.4436238,1064,0,0,0,9,0,9,9,1.9955365657806396,0,1.0,9,1.0,3.169925000143887
24,Custom-DDQN,165.49985258284647,9,1,9,1767738408.44016,1065,0,0,0,9,0,9,9,3.9869792461395264,0,1.0,9,1.0,3.169925000143887
25,Custom-DDQN,140.39389339337646,8,0,8,1767738412.4302316,1066,0,0,1,8,1,9,9,58.426931381225586,1,0.8888888888888888,8,1.0,2.9999999988458437
26,Custom-DDQN,175.80325911800873,9,1,9,1767738470.8581614,1067,0,0,0,9,0,9,9,4.275308132171631,0,1.0,9,1.0,3.169925000143887
27,Custom-DDQN,133.80280573878383,7,0,7,1767738475.1350012,1068,0,0,2,7,2,9,9,96.35069274902344,2,0.7777777777777778,7,1.0,2.8073549210477178
28,Custom-DDQN,185.07394055184915,9,1,9,1767738571.4866056,1069,0,0,0,9,0,9,9,2.425225257873535,0,1.0,9,1.0,3.169925000143887
29,Custom-DDQN,125.75674502062026,7,0,7,1767738573.9123256,1070,0,0,2,7,2,9,9,102.69417572021484,2,0.7777777777777778,7,1.0,2.8073549210477178
30,Custom-DDQN,153.0774520711363,8,0,8,1767738676.6074948,1071,0,0,1,8,1,9,9,57.270952224731445,1,0.8888888888888888,8,1.0,2.9999999988458437
31,Custom-DDQN,152.3959153404058,9,1,9,1767738733.8799384,1072,0,0,0,9,0,9,9,3.88706636428833,0,1.0,9,1.0,3.169925000143887
32,Custom-DDQN,180.1017887968049,9,1,9,1767738737.7685056,1073,0,0,0,9,0,9,9,4.160599231719971,0,1.0,9,1.0,3.169925000143887
33,Custom-DDQN,187.31099148446603,9,1,9,1767738741.9305985,1074,0,0,0,9,0,9,9,1.9920730590820312,0,1.0,9,1.0,3.169925000143887
34,Custom-DDQN,164.8419182372707,9,1,9,1767738743.9236674,1075,0,0,0,9,0,9,9,2.429403305053711,0,1.0,9,1.0,3.169925000143887
35,Custom-DDQN,195.6925733179308,9,1,9,1767738746.3541093,1076,0,0,0,9,0,9,9,2.1964449882507324,0,1.0,9,1.0,3.169925000143887
36,Custom-DDQN,147.8844426429262,9,1,9,1767738748.551547,1077,0,0,0,9,0,9,9,2.610562801361084,0,1.0,9,1.0,3.169925000143887
37,Custom-DDQN,112.78181818600386,7,0,7,1767738751.1631148,1078,0,0,2,7,2,9,9,106.8271746635437,2,0.7777777777777778,7,1.0,2.8073549210477178
38,Custom-DDQN,156.60453715674583,8,0,8,1767738857.991803,1079,0,0,1,8,1,9,9,61.56831622123718,1,0.8888888888888888,8,1.0,2.9999999988458437
39,Custom-DDQN,162.32269638172576,9,1,9,1767738919.5616264,1080,0,0,0,9,0,9,9,4.043771266937256,0,1.0,9,1.0,3.169925000143887
40,Custom-DDQN,136.2511483462416,8,0,8,1767738923.6074383,1081,0,0,1,8,1,9,9,56.44493651390076,1,0.8888888888888888,8,1.0,2.9999999988458437
41,Custom-DDQN,190.6408469433318,9,1,9,1767738980.0538769,1082,0,0,0,9,0,9,9,2.5797548294067383,0,1.0,9,1.0,3.169925000143887
42,Custom-DDQN,152.87116703330253,9,1,9,1767738982.6350155,1083,0,0,0,9,0,9,9,2.180774688720703,0,1.0,9,1.0,3.169925000143887
43,Custom-DDQN,152.4119742822251,8,0,8,1767738984.8167872,1084,0,0,1,8,1,9,9,48.27257585525513,1,0.8888888888888888,8,1.0,2.9999999988458437
44,Custom-DDQN,180.33366427880435,9,1,9,1767739033.0913754,1085,0,0,0,9,0,9,9,2.4533674716949463,0,1.0,9,1.0,3.169925000143887
45,Custom-DDQN,194.16285391994302,9,1,9,1767739035.5457356,1086,0,0,0,9,0,9,9,2.004964590072632,0,1.0,9,1.0,3.169925000143887
46,Custom-DDQN,181.9372489119363,9,1,9,1767739037.552206,1087,0,0,0,9,0,9,9,2.2030136585235596,0,1.0,9,1.0,3.169925000143887
47,Custom-DDQN,145.73014087861128,7,0,7,1767739039.7562118,1088,0,0,2,7,2,9,9,91.68066811561584,2,0.7777777777777778,7,1.0,2.8073549210477178
48,Custom-DDQN,146.07799073371362,8,0,8,1767739131.4378803,1089,0,0,1,8,1,9,9,61.9391086101532,1,0.8888888888888888,8,1.0,2.9999999988458437
49,Custom-DDQN,150.2100258448529,7,0,7,1767739193.3779893,1090,0,0,2,7,2,9,9,92.1004958152771,2,0.7777777777777778,7,1.0,2.8073549210477178
50,Custom-DDQN,173.69738767411775,8,0,8,1767739285.479991,1091,0,0,1,8,1,9,9,61.27350687980652,1,0.8888888888888888,8,1.0,2.9999999988458437
51,Custom-DDQN,178.8529185477538,9,1,9,1767739346.754496,1092,0,0,0,9,0,9,9,2.6872763633728027,0,1.0,9,1.0,3.169925000143887
52,Custom-DDQN,147.64698005666602,8,0,8,1767739349.4432652,1093,0,0,1,8,1,9,9,56.353224754333496,1,0.8888888888888888,8,1.0,2.9999999988458437
53,Custom-DDQN,138.13427120476655,8,0,8,1767739405.7974415,1094,0,0,1,8,1,9,9,66.90722274780273,1,0.8888888888888888,8,1.0,2.9999999988458437
54,Custom-DDQN,146.6744172832613,7,0,7,1767739472.7056172,1095,0,0,2,7,2,9,9,101.84804797172546,2,0.7777777777777778,7,1.0,2.8073549210477178
55,Custom-DDQN,125.48966300986537,7,0,7,1767739574.5551553,1096,0,0,2,7,2,9,9,103.8017966747284,2,0.7777777777777778,7,1.0,2.8073549210477178
56,Custom-DDQN,119.98065622528597,8,0,8,1767739678.3584607,1097,0,0,1,8,1,9,9,64.0110592842102,1,0.8888888888888888,8,1.0,2.9999999988458437
57,Custom-DDQN,159.13614610000218,9,1,9,1767739742.3710198,1098,0,0,0,9,0,9,9,2.2465546131134033,0,1.0,9,1.0,3.169925000143887
58,Custom-DDQN,149.7790810421583,9,1,9,1767739744.6184306,1099,0,0,0,9,0,9,9,4.624692678451538,0,1.0,9,1.0,3.169925000143887
59,Custom-DDQN,136.7523291222864,9,1,9,1767739749.2448251,1100,0,0,0,9,0,9,9,4.257578611373901,0,1.0,9,1.0,3.169925000143887
60,Custom-DDQN,151.4443963089946,9,1,9,1767739753.5038977,1101,0,0,0,9,0,9,9,4.183706283569336,0,1.0,9,1.0,3.169925000143887
61,Custom-DDQN,136.70751827731866,8,0,8,1767739757.6880941,1102,0,0,1,8,1,9,9,58.57969832420349,1,0.8888888888888888,8,1.0,2.9999999988458437
62,Custom-DDQN,92.85758513422817,6,0,6,1767739816.2693086,1103,0,0,3,6,3,9,9,143.90881633758545,3,0.6666666666666666,6,1.0,2.584962499855539
63,Custom-DDQN,194.46380309282927,9,1,9,1767739960.1790435,1104,0,0,0,9,0,9,9,2.116724967956543,0,1.0,9,1.0,3.169925000143887
64,Custom-DDQN,161.03413761076672,9,1,9,1767739962.2972791,1105,0,0,0,9,0,9,9,2.252920150756836,0,1.0,9,1.0,3.169925000143887
65,Custom-DDQN,123.05174637908821,8,0,8,1767739964.5511968,1106,0,0,1,8,1,9,9,57.54474377632141,1,0.8888888888888888,8,1.0,2.9999999988458437
66,Custom-DDQN,97.79194554293687,8,0,8,1767740022.0975547,1107,0,0,1,8,1,9,9,56.2339026927948,1,0.8888888888888888,8,1.0,2.9999999988458437
67,Custom-DDQN,114.34186080926582,7,0,7,1767740078.3319535,1108,0,0,2,7,2,9,9,103.1681854724884,2,0.7777777777777778,7,1.0,2.8073549210477178
68,Custom-DDQN,176.55574691438292,9,1,9,1767740181.5011396,1109,0,0,0,9,0,9,9,4.2662341594696045,0,1.0,9,1.0,3.169925000143887
69,Custom-DDQN,158.52250408707206,8,0,8,1767740185.7683916,1110,0,0,1,8,1,9,9,60.826085805892944,1,0.8888888888888888,8,1.0,2.9999999988458437
70,Custom-DDQN,179.3985965850598,9,1,9,1767740246.5949984,1111,0,0,0,9,0,9,9,2.1046864986419678,0,1.0,9,1.0,3.169925000143887
71,Custom-DDQN,145.9475869846353,9,1,9,1767740248.7006853,1112,0,0,0,9,0,9,9,2.404411554336548,0,1.0,9,1.0,3.169925000143887
72,Custom-DDQN,130.37245314747082,7,0,7,1767740251.106113,1113,0,0,2,7,2,9,9,95.08012795448303,2,0.7777777777777778,7,1.0,2.8073549210477178
73,Custom-DDQN,134.69700477315996,8,0,8,1767740346.1872413,1114,0,0,1,8,1,9,9,61.244654417037964,1,0.8888888888888888,8,1.0,2.9999999988458437
74,Custom-DDQN,137.33711617759693,8,0,8,1767740407.4328966,1115,0,0,1,8,1,9,9,56.23041224479675,1,0.8888888888888888,8,1.0,2.9999999988458437
75,Custom-DDQN,152.2925892350766,9,1,9,1767740463.6643002,1116,0,0,0,9,0,9,9,2.5982532501220703,0,1.0,9,1.0,3.169925000143887
76,Custom-DDQN,134.15535148039697,9,1,9,1767740466.2636735,1117,0,0,0,9,0,9,9,4.362959384918213,0,1.0,9,1.0,3.169925000143887
77,Custom-DDQN,134.0966040518427,8,0,8,1767740470.628303,1118,0,0,1,8,1,9,9,63.281675577163696,1,0.8888888888888888,8,1.0,2.9999999988458437
78,Custom-DDQN,117.46479326116264,7,0,7,1767740533.910939,1119,0,0,2,7,2,9,9,113.54452514648438,2,0.7777777777777778,7,1.0,2.8073549210477178
79,Custom-DDQN,159.17059116783346,9,1,9,1767740647.4559672,1120,0,0,0,9,0,9,9,4.392621040344238,0,1.0,9,1.0,3.169925000143887
80,Custom-DDQN,160.1822973946367,8,0,8,1767740651.849504,1121,0,0,1,8,1,9,9,57.495450019836426,1,0.8888888888888888,8,1.0,2.9999999988458437
81,Custom-DDQN,160.4594626173961,9,1,9,1767740709.3459547,1122,0,0,0,9,0,9,9,3.929539680480957,0,1.0,9,1.0,3.169925000143887
82,Custom-DDQN,141.70986707715196,9,1,9,1767740713.2775,1123,0,0,0,9,0,9,9,3.1073455810546875,0,1.0,9,1.0,3.169925000143887
83,Custom-DDQN,134.1782618068142,8,0,8,1767740716.3853483,1124,0,0,1,8,1,9,9,59.80206537246704,1,0.8888888888888888,8,1.0,2.9999999988458437
84,Custom-DDQN,103.01784316970846,6,0,6,1767740776.1879084,1125,0,0,3,6,3,9,9,119.83722615242004,3,0.6666666666666666,6,1.0,2.584962499855539
85,Custom-DDQN,137.77276785248344,8,0,8,1767740896.0266392,1126,0,0,1,8,1,9,9,66.39873838424683,1,0.8888888888888888,8,1.0,2.9999999988458437
86,Custom-DDQN,169.13488517151103,9,1,9,1767740962.4263716,1127,0,0,0,9,0,9,9,2.491218090057373,0,1.0,9,1.0,3.169925000143887
87,Custom-DDQN,176.6791125469141,9,1,9,1767740964.918586,1128,0,0,0,9,0,9,9,2.408949613571167,0,1.0,9,1.0,3.169925000143887
88,Custom-DDQN,147.91571702966553,8,0,8,1767740967.3285382,1129,0,0,1,8,1,9,9,74.8841278553009,1,0.8888888888888888,8,1.0,2.9999999988458437
89,Custom-DDQN,166.1753933430116,9,1,9,1767741042.2141194,1130,0,0,0,9,0,9,9,2.6653478145599365,0,1.0,9,1.0,3.169925000143887
90,Custom-DDQN,133.1035384986652,8,0,8,1767741044.8804653,1131,0,0,1,8,1,9,9,71.03339195251465,1,0.8888888888888888,8,1.0,2.9999999988458437
91,Custom-DDQN,158.26559789445753,8,0,8,1767741115.9148638,1132,0,0,1,8,1,9,9,53.87921214103699,1,0.8888888888888888,8,1.0,2.9999999988458437
92,Custom-DDQN,173.38021545980865,9,1,9,1767741169.7955737,1133,0,0,0,9,0,9,9,4.578554630279541,0,1.0,9,1.0,3.169925000143887
93,Custom-DDQN,163.02728749163396,9,1,9,1767741174.3755684,1134,0,0,0,9,0,9,9,2.522956132888794,0,1.0,9,1.0,3.169925000143887
94,Custom-DDQN,151.21791160492216,8,0,8,1767741176.899521,1135,0,0,1,8,1,9,9,52.851290225982666,1,0.8888888888888888,8,1.0,2.9999999988458437
95,Custom-DDQN,100.00803439658273,7,0,7,1767741229.7523386,1136,0,0,2,7,2,9,9,106.20301747322083,2,0.7777777777777778,7,1.0,2.8073549210477178
96,Custom-DDQN,160.9248402220761,9,1,9,1767741335.9644272,1137,0,0,0,9,0,9,9,3.0274276733398438,0,1.0,9,1.0,3.169925000143887
97,Custom-DDQN,156.75391939431321,9,1,9,1767741338.9928615,1138,0,0,0,9,0,9,9,3.1911909580230713,0,1.0,9,1.0,3.169925000143887
98,Custom-DDQN,143.94953979898816,8,0,8,1767741342.1845515,1139,0,0,1,8,1,9,9,54.29127049446106,1,0.8888888888888888,8,1.0,2.9999999988458437
99,Custom-DDQN,155.09885288501997,9,1,9,1767741396.480754,1140,0,0,0,9,0,9,9,6.049766778945923,0,1.0,9,1.0,3.169925000143887
1,Duel-DDQN,140.1890366368441,9,1,9,1767741402.577911,2042,0,0,0,9,0,9,9,6.132488012313843,0,1.0,9,1.0,3.169925000143887
2,Duel-DDQN,177.19182868939987,9,1,9,1767741408.7119167,2043,0,0,0,9,0,9,9,3.9291183948516846,0,1.0,9,1.0,3.169925000143887
3,Duel-DDQN,152.2933017603153,8,0,8,1767741412.6434052,2044,0,0,1,8,1,9,9,71.14605498313904,1,0.8888888888888888,8,1.0,2.9999999988458437
4,Duel-DDQN,170.6134728914374,9,1,9,1767741483.791463,2045,0,0,0,9,0,9,9,9.744134902954102,0,1.0,9,1.0,3.169925000143887
5,Duel-DDQN,165.3989381782523,9,1,9,1767741493.538097,2046,0,0,0,9,0,9,9,7.734485387802124,0,1.0,9,1.0,3.169925000143887
6,Duel-DDQN,160.00705724937998,9,1,9,1767741501.2755883,2047,0,0,0,9,0,9,9,8.526502132415771,0,1.0,9,1.0,3.169925000143887
7,Duel-DDQN,169.99699349883906,8,0,8,1767741509.8075938,2048,0,0,1,8,1,9,9,75.53693270683289,1,0.8888888888888888,8,1.0,2.9999999988458437
8,Duel-DDQN,118.10767759285919,8,0,8,1767741585.3460279,2049,0,0,1,8,1,9,9,61.21928310394287,1,0.8888888888888888,8,1.0,2.9999999988458437
9,Duel-DDQN,160.10407889100412,9,1,9,1767741646.567313,2050,0,0,0,9,0,9,9,6.4296112060546875,0,1.0,9,1.0,3.169925000143887
10,Duel-DDQN,168.01712420702103,9,1,9,1767741653.0440545,2051,0,0,0,9,0,9,9,9.255189418792725,0,1.0,9,1.0,3.169925000143887
11,Duel-DDQN,160.47748941164986,9,1,9,1767741662.3012516,2052,0,0,0,9,0,9,9,7.10576319694519,0,1.0,9,1.0,3.169925000143887
12,Duel-DDQN,168.91045971917544,9,1,9,1767741669.4083788,2053,0,0,0,9,0,9,9,4.081328868865967,0,1.0,9,1.0,3.169925000143887
13,Duel-DDQN,173.55435828267747,9,1,9,1767741673.4917223,2054,0,0,0,9,0,9,9,5.23344612121582,0,1.0,9,1.0,3.169925000143887
14,Duel-DDQN,181.1672207825308,9,1,9,1767741678.726163,2055,0,0,0,9,0,9,9,3.6761906147003174,0,1.0,9,1.0,3.169925000143887
15,Duel-DDQN,147.1404009680441,8,0,8,1767741682.4033523,2056,0,0,1,8,1,9,9,55.141438484191895,1,0.8888888888888888,8,1.0,2.9999999988458437
16,Duel-DDQN,168.82270989807455,9,1,9,1767741737.5467145,2057,0,0,0,9,0,9,9,12.272841453552246,0,1.0,9,1.0,3.169925000143887
17,Duel-DDQN,166.52098849291355,9,1,9,1767741749.8210669,2058,0,0,0,9,0,9,9,3.02425479888916,0,1.0,9,1.0,3.169925000143887
18,Duel-DDQN,160.6168978503088,9,1,9,1767741752.8463202,2059,0,0,0,9,0,9,9,2.5459463596343994,0,1.0,9,1.0,3.169925000143887
19,Duel-DDQN,131.21978235445442,7,0,7,1767741755.393271,2060,0,0,2,7,2,9,9,124.01587343215942,2,0.7777777777777778,7,1.0,2.8073549210477178
20,Duel-DDQN,179.44080665118497,9,1,9,1767741879.4091444,2061,0,0,0,9,0,9,9,4.706932544708252,0,1.0,9,1.0,3.169925000143887
21,Duel-DDQN,167.6044105160829,9,1,9,1767741884.117075,2062,0,0,0,9,0,9,9,3.168239116668701,0,1.0,9,1.0,3.169925000143887
22,Duel-DDQN,176.05761290388304,9,1,9,1767741887.2863073,2063,0,0,0,9,0,9,9,2.2505083084106445,0,1.0,9,1.0,3.169925000143887
23,Duel-DDQN,151.77331452644205,8,0,8,1767741889.5373135,2064,0,0,1,8,1,9,9,67.81288504600525,1,0.8888888888888888,8,1.0,2.9999999988458437
24,Duel-DDQN,103.50791265575418,7,0,7,1767741957.3521247,2065,0,0,2,7,2,9,9,119.90295600891113,2,0.7777777777777778,7,1.0,2.8073549210477178
25,Duel-DDQN,145.48222488165896,9,1,9,1767742077.256608,2066,0,0,0,9,0,9,9,2.773573160171509,0,1.0,9,1.0,3.169925000143887
26,Duel-DDQN,142.9447016858901,9,1,9,1767742080.0316873,2067,0,0,0,9,0,9,9,2.9342405796051025,0,1.0,9,1.0,3.169925000143887
27,Duel-DDQN,131.8735358767695,9,1,9,1767742082.9664307,2068,0,0,0,9,0,9,9,2.5848472118377686,0,1.0,9,1.0,3.169925000143887
28,Duel-DDQN,180.21374462687436,9,1,9,1767742085.5525963,2069,0,0,0,9,0,9,9,2.623414993286133,0,1.0,9,1.0,3.169925000143887
29,Duel-DDQN,182.72900639885876,9,1,9,1767742088.1781034,2070,0,0,0,9,0,9,9,3.2525997161865234,0,1.0,9,1.0,3.169925000143887
30,Duel-DDQN,134.5570689693502,8,0,8,1767742091.433215,2071,0,0,1,8,1,9,9,71.66386461257935,1,0.8888888888888888,8,1.0,2.9999999988458437
31,Duel-DDQN,116.604995822331,8,0,8,1767742163.09959,2072,0,0,1,8,1,9,9,80.48630237579346,1,0.8888888888888888,8,1.0,2.9999999988458437
32,Duel-DDQN,178.94017163030412,9,1,9,1767742243.5943193,2073,0,0,0,9,0,9,9,2.6168882846832275,0,1.0,9,1.0,3.169925000143887
33,Duel-DDQN,188.25137496919993,9,1,9,1767742246.212747,2074,0,0,0,9,0,9,9,5.793074607849121,0,1.0,9,1.0,3.169925000143887
34,Duel-DDQN,161.12616057916446,9,1,9,1767742252.0088525,2075,0,0,0,9,0,9,9,8.591201782226562,0,1.0,9,1.0,3.169925000143887
35,Duel-DDQN,105.52830077998965,7,0,7,1767742260.6015546,2076,0,0,2,7,2,9,9,144.28731727600098,2,0.7777777777777778,7,1.0,2.8073549210477178
36,Duel-DDQN,165.255180372988,9,1,9,1767742404.8908749,2077,0,0,0,9,0,9,9,5.682790994644165,0,1.0,9,1.0,3.169925000143887
37,Duel-DDQN,134.5106774268417,9,1,9,1767742410.5782034,2078,0,0,0,9,0,9,9,7.80269193649292,0,1.0,9,1.0,3.169925000143887
38,Duel-DDQN,156.48304975678377,9,1,9,1767742418.3869739,2079,0,0,0,9,0,9,9,7.256937026977539,0,1.0,9,1.0,3.169925000143887
39,Duel-DDQN,134.00967420853257,8,0,8,1767742425.6449673,2080,0,0,1,8,1,9,9,90.09311509132385,1,0.8888888888888888,8,1.0,2.9999999988458437
40,Duel-DDQN,132.32028160281448,9,1,9,1767742515.740085,2081,0,0,0,9,0,9,9,3.0573883056640625,0,1.0,9,1.0,3.169925000143887
41,Duel-DDQN,147.24521374226862,8,0,8,1767742518.798479,2082,0,0,1,8,1,9,9,95.99867987632751,1,0.8888888888888888,8,1.0,2.9999999988458437
42,Duel-DDQN,159.83197603428098,8,0,8,1767742614.7991588,2083,0,0,1,8,1,9,9,77.2867980003357,1,0.8888888888888888,8,1.0,2.9999999988458437
43,Duel-DDQN,173.09969896766728,9,1,9,1767742692.0879703,2084,0,0,0,9,0,9,9,4.187666893005371,0,1.0,9,1.0,3.169925000143887
44,Duel-DDQN,144.2508549753984,9,1,9,1767742696.27765,2085,0,0,0,9,0,9,9,5.707456827163696,0,1.0,9,1.0,3.169925000143887
45,Duel-DDQN,167.6805651474662,9,1,9,1767742701.9866126,2086,0,0,0,9,0,9,9,2.4045910835266113,0,1.0,9,1.0,3.169925000143887
46,Duel-DDQN,164.38163790515,9,1,9,1767742704.392578,2087,0,0,0,9,0,9,9,2.9895875453948975,0,1.0,9,1.0,3.169925000143887
47,Duel-DDQN,146.7929091365092,8,0,8,1767742707.3831656,2088,0,0,1,8,1,9,9,68.79948925971985,1,0.8888888888888888,8,1.0,2.9999999988458437
48,Duel-DDQN,141.3974592258202,8,0,8,1767742776.183655,2089,0,0,1,8,1,9,9,63.175148725509644,1,0.8888888888888888,8,1.0,2.9999999988458437
49,Duel-DDQN,157.55005941076928,8,0,8,1767742839.359803,2090,0,0,1,8,1,9,9,82.38075041770935,1,0.8888888888888888,8,1.0,2.9999999988458437
50,Duel-DDQN,105.01088127734212,7,0,7,1767742921.7425435,2091,0,0,2,7,2,9,9,124.72476196289062,2,0.7777777777777778,7,1.0,2.8073549210477178
51,Duel-DDQN,164.68189942789343,9,1,9,1767743046.4690857,2092,0,0,0,9,0,9,9,5.038057565689087,0,1.0,9,1.0,3.169925000143887
52,Duel-DDQN,170.3051657289463,9,1,9,1767743051.5081484,2093,0,0,0,9,0,9,9,2.461256504058838,0,1.0,9,1.0,3.169925000143887
53,Duel-DDQN,118.01198067295637,8,0,8,1767743053.9704018,2094,0,0,1,8,1,9,9,69.33605885505676,1,0.8888888888888888,8,1.0,2.9999999988458437
54,Duel-DDQN,141.57098417919926,8,0,8,1767743123.307962,2095,0,0,1,8,1,9,9,61.1257266998291,1,0.8888888888888888,8,1.0,2.9999999988458437
55,Duel-DDQN,162.98620896457535,9,1,9,1767743184.4351954,2096,0,0,0,9,0,9,9,3.9463610649108887,0,1.0,9,1.0,3.169925000143887
56,Duel-DDQN,179.38535140825758,9,1,9,1767743188.3840625,2097,0,0,0,9,0,9,9,2.3842697143554688,0,1.0,9,1.0,3.169925000143887
57,Duel-DDQN,142.26964243678782,8,0,8,1767743190.7688248,2098,0,0,1,8,1,9,9,58.455867290496826,1,0.8888888888888888,8,1.0,2.9999999988458437
58,Duel-DDQN,122.46845621335245,8,0,8,1767743249.2271988,2099,0,0,1,8,1,9,9,72.16846370697021,1,0.8888888888888888,8,1.0,2.9999999988458437
59,Duel-DDQN,154.8635732149881,9,1,9,1767743321.3971498,2100,0,0,0,9,0,9,9,3.3617630004882812,0,1.0,9,1.0,3.169925000143887
60,Duel-DDQN,127.99625716368772,8,0,8,1767743324.7609289,2101,0,0,1,8,1,9,9,54.10602021217346,1,0.8888888888888888,8,1.0,2.9999999988458437
61,Duel-DDQN,152.72300435718756,8,0,8,1767743378.8731236,2102,0,0,1,8,1,9,9,67.04234290122986,1,0.8888888888888888,8,1.0,2.9999999988458437
62,Duel-DDQN,116.27422559534945,8,0,8,1767743445.924992,2103,0,0,1,8,1,9,9,66.65784287452698,1,0.8888888888888888,8,1.0,2.9999999988458437
63,Duel-DDQN,156.0166068175405,9,1,9,1767743512.589343,2104,0,0,0,9,0,9,9,4.882674694061279,0,1.0,9,1.0,3.169925000143887
64,Duel-DDQN,155.91306939487265,9,1,9,1767743517.4725168,2105,0,0,0,9,0,9,9,3.0898444652557373,0,1.0,9,1.0,3.169925000143887
65,Duel-DDQN,180.03569206568483,9,1,9,1767743520.5668879,2106,0,0,0,9,0,9,9,3.7644917964935303,0,1.0,9,1.0,3.169925000143887
66,Duel-DDQN,112.09759587511441,6,0,6,1767743524.3324976,2107,0,0,3,6,3,9,9,144.77511858940125,3,0.6666666666666666,6,1.0,2.584962499855539
67,Duel-DDQN,174.83043325055564,9,1,9,1767743669.1086178,2108,0,0,0,9,0,9,9,4.423036575317383,0,1.0,9,1.0,3.169925000143887
68,Duel-DDQN,167.0294892356379,9,1,9,1767743673.5321534,2109,0,0,0,9,0,9,9,4.315700531005859,0,1.0,9,1.0,3.169925000143887
69,Duel-DDQN,189.82683824784118,9,1,9,1767743677.8493555,2110,0,0,0,9,0,9,9,2.6610653400421143,0,1.0,9,1.0,3.169925000143887
70,Duel-DDQN,163.20149483418413,9,1,9,1767743680.512322,2111,0,0,0,9,0,9,9,3.159406900405884,0,1.0,9,1.0,3.169925000143887
