episode,model,reward,length,success,picks,start_time,seed,collisions,rrt_failures,pick_failures,successful_picks,unreachable_cubes,optimal_steps,total_cubes,duration,total_rrt_path_length,avg_rrt_path_length,total_rrt_optimal_path_length,avg_rrt_optimal_path_length,avg_rrt_planning_time,rrt_success_rate,unattempted_picks,path_efficiency,unique_actions,action_diversity_ratio,action_entropy
4,PER-DDQN-Light,170.70326313150474,9,1,9,1767789558.426627,3045,0,0,0,9,0,9,9,6.106042146682739,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
5,PER-DDQN-Light,161.5883488097123,9,1,9,1767789564.5346844,3046,0,0,0,9,0,9,9,6.098499774932861,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
6,PER-DDQN-Light,186.25468459097186,9,1,9,1767789570.6361861,3047,0,0,0,9,0,9,9,5.173107862472534,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
7,PER-DDQN-Light,158.21158745726365,9,1,9,1767789575.8112907,3048,0,0,0,9,0,9,9,4.751934289932251,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
8,PER-DDQN-Light,181.613242406425,9,1,9,1767789580.5647588,3049,0,0,0,9,0,9,9,6.4045045375823975,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
9,PER-DDQN-Light,109.10018295683312,7,0,7,1767789586.9717803,3050,0,0,2,7,2,9,9,131.13282299041748,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,7,1.0,2.8073549210477178
10,PER-DDQN-Light,127.98234707646876,9,1,9,1767789718.1061027,3051,0,0,0,9,0,9,9,2.381922960281372,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
1,PER-DDQN-Full,166.12904687211923,9,1,9,1767789720.527364,4042,0,0,0,9,0,9,9,2.773094892501831,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
2,PER-DDQN-Full,184.04124647544276,9,1,9,1767789723.3019562,4043,0,0,0,9,0,9,9,4.638733148574829,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
3,PER-DDQN-Full,97.29303250508752,6,0,6,1767789727.9416893,4044,0,0,3,6,3,9,9,149.9813780784607,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,6,1.0,2.584962499855539
4,PER-DDQN-Full,161.08543888196795,9,1,9,1767789877.9241333,4045,0,0,0,9,0,9,9,4.37633752822876,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
5,PER-DDQN-Full,164.94436813975048,8,0,8,1767789882.30197,4046,0,0,1,8,1,9,9,76.35848188400269,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8,1.0,2.9999999988458437
6,PER-DDQN-Full,145.67426604090684,9,1,9,1767789958.663061,4047,0,0,0,9,0,9,9,4.58852481842041,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
7,PER-DDQN-Full,157.408949346297,9,1,9,1767789963.2541006,4048,0,0,0,9,0,9,9,2.8189382553100586,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
8,PER-DDQN-Full,159.75070227062986,9,1,9,1767789966.074539,4049,0,0,0,9,0,9,9,2.3219478130340576,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
9,PER-DDQN-Full,147.45797650108466,9,1,9,1767789968.399999,4050,0,0,0,9,0,9,9,6.3449413776397705,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
10,PER-DDQN-Full,144.09576215186422,9,1,9,1767789974.7489462,4051,0,0,0,9,0,9,9,4.444135427474976,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
1,C51-DDQN,181.4833448655216,9,1,9,1767789979.2390966,5042,0,0,0,9,0,9,9,4.193023443222046,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
2,C51-DDQN,164.1618018896836,9,1,9,1767789983.4338913,5043,0,0,0,9,0,9,9,5.6198341846466064,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
3,C51-DDQN,202.16893047364783,9,1,9,1767789989.0547252,5044,0,0,0,9,0,9,9,2.221977710723877,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
4,C51-DDQN,152.61229734467713,9,1,9,1767789991.2776954,5045,0,0,0,9,0,9,9,5.661395788192749,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
5,C51-DDQN,189.53419281217305,9,1,9,1767789996.9410913,5046,0,0,0,9,0,9,9,4.383850574493408,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
6,C51-DDQN,174.47625915473188,9,1,9,1767790001.3283763,5047,0,0,0,9,0,9,9,4.346234321594238,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
7,C51-DDQN,185.15349443568067,9,1,9,1767790005.6776042,5048,0,0,0,9,0,9,9,3.8503823280334473,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
8,C51-DDQN,142.36250220492815,8,0,8,1767790009.5289848,5049,0,0,1,8,1,9,9,67.85904932022095,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8,1.0,2.9999999988458437
9,C51-DDQN,157.85514721418366,9,1,9,1767790077.3885438,5050,0,0,0,9,0,9,9,2.797891139984131,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
10,C51-DDQN,163.26073310173416,9,1,9,1767790080.1879363,5051,0,0,0,9,0,9,9,6.437798500061035,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
1,SAC-Discrete,152.06288963584814,9,1,9,1767790086.6840394,6042,0,0,0,9,0,9,9,4.878974437713623,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
2,SAC-Discrete,146.097240576346,9,1,9,1767790091.5737722,6043,0,0,0,9,0,9,9,4.70402455329895,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
3,SAC-Discrete,160.9955688059493,9,1,9,1767790096.2823212,6044,0,0,0,9,0,9,9,8.0747709274292,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
4,SAC-Discrete,172.29828159592802,9,1,9,1767790104.3586245,6045,0,0,0,9,0,9,9,5.187519073486328,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
5,SAC-Discrete,121.96176151485389,7,0,7,1767790109.5581658,6046,0,0,2,7,2,9,9,118.46993327140808,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,7,1.0,2.8073549210477178
6,SAC-Discrete,122.8681942912817,8,0,8,1767790228.0290992,6047,0,0,1,8,1,9,9,57.352882623672485,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8,1.0,2.9999999988458437
7,SAC-Discrete,144.68684154230104,9,1,9,1767790285.3829765,6048,0,0,0,9,0,9,9,4.908693790435791,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
8,SAC-Discrete,174.19187961096253,9,1,9,1767790290.2921638,6049,0,0,0,9,0,9,9,2.957681655883789,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
9,SAC-Discrete,145.95329923988965,8,0,8,1767790293.2503455,6050,0,0,1,8,1,9,9,62.46529531478882,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8,1.0,2.9999999988458437
10,SAC-Discrete,177.9531029342235,9,1,9,1767790355.7176418,6051,0,0,0,9,0,9,9,3.9024744033813477,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
1,PPO-Discrete,167.31253038722357,9,1,9,1767790359.649659,7042,0,0,0,9,0,9,9,5.85683798789978,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
2,PPO-Discrete,135.6139425075989,8,0,8,1767790365.508497,7043,0,0,1,8,1,9,9,73.46643352508545,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8,1.0,2.9999999988458437
3,PPO-Discrete,182.34107179374035,9,1,9,1767790438.9769373,7044,0,0,0,9,0,9,9,2.750892400741577,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
4,PPO-Discrete,147.33618417796816,8,0,8,1767790441.7289343,7045,0,0,1,8,1,9,9,69.18483519554138,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8,1.0,2.9999999988458437
5,PPO-Discrete,134.1400460875248,8,0,8,1767790510.9152694,7046,0,0,1,8,1,9,9,78.43055748939514,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8,1.0,2.9999999988458437
6,PPO-Discrete,166.98694650542114,9,1,9,1767790589.3473275,7047,0,0,0,9,0,9,9,3.6634104251861572,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
7,PPO-Discrete,160.1047310389224,9,1,9,1767790593.0117385,7048,0,0,0,9,0,9,9,3.1423332691192627,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
8,PPO-Discrete,183.78843525971672,9,1,9,1767790596.1560707,7049,0,0,0,9,0,9,9,3.788175344467163,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
9,PPO-Discrete,132.63562533760694,8,0,8,1767790599.9452384,7050,0,0,1,8,1,9,9,74.3836019039154,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8,1.0,2.9999999988458437
10,PPO-Discrete,159.40869078961333,9,1,9,1767790674.3298433,7051,0,0,0,9,0,9,9,3.523564577102661,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,1.0,3.169925000143887
