step,episode,loss_ddqn,loss_masac,loss_cvd,q_value_ddqn,q_overestimation_ddqn,epsilon_ddqn,epsilon_masac,reward_total,reward_agent1,reward_agent2,episode_reward,episode_length,episode_reshuffles,cubes_picked,avg_reward_100,success_rate
13170,688,1564.277222,1939530.948914,1558.647095,502.864594,455.301808,0.010000,0.010000,47.562786,7.155674,40.407112,122.314806,4,4,2,-65.317589,0.875556
13171,688,19949.664062,17384.209167,1482.880859,506.096771,512.283107,0.010000,0.010000,-6.186336,3.813664,-10.000000,116.128471,5,5,3,-65.317589,0.875556
13172,688,7674.128906,505469.513184,1496.135010,502.685272,494.444394,0.010000,0.010000,8.240878,8.240878,0.000000,124.369349,6,5,4,-65.317589,0.875556
13173,688,2234.039551,1505004.988892,1518.086182,494.554901,487.026398,0.010000,0.010000,7.528504,7.528504,0.000000,131.897853,7,5,5,-65.317589,0.875556
13174,688,1670.416748,4553.871399,824.899780,475.470184,467.963975,0.010000,0.010000,7.506209,7.506209,0.000000,139.404062,8,5,6,-65.317589,0.875556
13175,688,6998.918457,1005570.153015,1004.293152,479.776428,471.239292,0.010000,0.010000,8.537137,8.537137,0.000000,147.941198,9,5,7,-65.317589,0.875556
13176,688,7898.050781,1016236.894287,1292.136963,479.800659,468.727208,0.010000,0.010000,11.073451,11.073451,0.000000,159.014650,10,5,8,-65.317589,0.875556
13177,688,6829.770508,994090.728516,992.684937,62.872772,3.959807,0.010000,0.010000,58.912965,58.912965,0.000000,217.927615,11,5,9,-65.317589,0.875556
13178,689,5526.342773,530303.666565,789.878296,600.085754,551.538376,0.010000,0.010000,48.547379,8.048293,40.499085,48.547379,1,1,1,-66.366409,0.875556
13179,689,5254.223145,987401.994019,1336.487549,602.499390,595.945037,0.010000,0.010000,6.554353,16.554353,-10.000000,55.101731,2,2,2,-66.366409,0.875556
13180,689,6631.600586,43458.963562,1409.888672,542.450195,533.835691,0.010000,0.010000,8.614504,8.614504,0.000000,63.716236,3,3,3,-66.366409,0.875556
13181,689,1489.974121,534966.857849,1200.621582,510.167389,459.224879,0.010000,0.010000,50.942510,7.466425,43.476085,114.658746,4,4,4,-66.366409,0.875556
13182,689,3954.978027,1009059.312988,1348.093506,487.426788,492.725327,0.010000,0.010000,-5.298538,4.701462,-10.000000,109.360207,5,5,5,-66.366409,0.875556
13183,689,1936.264893,521881.507874,1696.017090,467.006439,458.788532,0.010000,0.010000,8.217907,8.217907,0.000000,117.578115,6,5,6,-66.366409,0.875556
13184,689,5109.393066,982973.498840,1357.983398,476.044464,460.691362,0.010000,0.010000,15.353102,15.353102,0.000000,132.931217,7,5,7,-66.366409,0.875556
13185,689,2151.644531,983864.841248,1516.501343,483.219727,475.894525,0.010000,0.010000,7.325201,7.325201,0.000000,140.256418,8,5,8,-66.366409,0.875556
13186,689,1277.984375,514249.278748,1627.906250,62.861927,2.201609,0.010000,0.010000,60.660318,60.660318,0.000000,200.916736,9,5,9,-66.366409,0.875556
13187,690,1506.487305,985966.697021,1342.253418,607.432312,551.029760,0.010000,0.010000,56.402552,16.679225,39.723327,56.402552,1,1,1,-54.719705,0.880000
13188,690,11010.316406,513568.146301,831.042908,517.438171,502.262707,0.010000,0.010000,15.175464,-25.000000,40.175464,71.578016,2,2,1,-54.719705,0.880000
13189,690,7376.630859,513440.077698,1312.686401,533.312683,518.836628,0.010000,0.010000,14.476055,-25.000000,39.476055,86.054071,3,3,1,-54.719705,0.880000
13190,690,1904.123047,1964410.516052,1097.033569,519.256409,503.006671,0.010000,0.010000,16.249738,-25.000000,41.249738,102.303809,4,4,1,-54.719705,0.880000
13191,690,8492.374023,1013296.561951,1261.187256,554.696777,589.696777,0.010000,0.010000,-35.000000,-25.000000,-10.000000,67.303809,5,5,1,-54.719705,0.880000
13192,690,2733.814453,2403777.963135,1043.383911,527.236206,519.075888,0.010000,0.010000,8.160318,8.160318,0.000000,75.464127,6,5,2,-54.719705,0.880000
13193,690,897.150696,982210.031799,1299.060547,466.990723,491.990723,0.010000,0.010000,-25.000000,-25.000000,0.000000,50.464127,7,5,2,-54.719705,0.880000
13194,690,1526.718994,548637.934204,1243.211670,466.908386,491.908386,0.010000,0.010000,-25.000000,-25.000000,0.000000,25.464127,8,5,2,-54.719705,0.880000
13195,690,1592.512939,993926.835144,1267.115234,486.765442,511.765442,0.010000,0.010000,-25.000000,-25.000000,0.000000,0.464127,9,5,2,-54.719705,0.880000
13196,690,1590.705566,1026170.897888,1672.048584,471.191101,496.191101,0.010000,0.010000,-25.000000,-25.000000,0.000000,-24.535873,10,5,2,-54.719705,0.880000
13197,690,1454.012451,1050423.362549,1493.427490,469.033569,494.033569,0.010000,0.010000,-25.000000,-25.000000,0.000000,-49.535873,11,5,2,-54.719705,0.880000
13198,690,14071.789062,553358.172668,1169.677002,469.898285,494.898285,0.010000,0.010000,-25.000000,-25.000000,0.000000,-74.535873,12,5,2,-54.719705,0.880000
13199,690,12806.779297,111632.021790,979.609741,472.213135,497.213135,0.010000,0.010000,-25.000000,-25.000000,0.000000,-99.535873,13,5,2,-54.719705,0.880000
13200,690,2116.979492,1445165.227722,1174.987793,475.145172,500.145172,0.010000,0.010000,-25.000000,-25.000000,0.000000,-124.535873,14,5,2,-54.719705,0.880000
13201,690,986.691162,2378863.497742,1505.135986,471.055847,496.055847,0.010000,0.010000,-25.000000,-25.000000,0.000000,-149.535873,15,5,2,-54.719705,0.880000
13202,690,1534.635132,982977.662354,1362.502808,483.160370,508.160370,0.010000,0.010000,-25.000000,-25.000000,0.000000,-174.535873,16,5,2,-54.719705,0.880000
13203,690,5891.776855,1924339.678284,1321.920410,491.386444,516.386444,0.010000,0.010000,-25.000000,-25.000000,0.000000,-199.535873,17,5,2,-54.719705,0.880000
13204,690,16027.710938,77137.834351,1232.926392,479.187164,504.187164,0.010000,0.010000,-25.000000,-25.000000,0.000000,-224.535873,18,5,2,-54.719705,0.880000
13205,690,12567.471680,545823.621521,1955.613037,496.663635,521.663635,0.010000,0.010000,-25.000000,-25.000000,0.000000,-249.535873,19,5,2,-54.719705,0.880000
13206,690,909.227783,989735.841248,926.487549,461.602325,486.602325,0.010000,0.010000,-25.000000,-25.000000,0.000000,-274.535873,20,5,2,-54.719705,0.880000
13207,690,12142.295898,523395.692627,1314.308228,457.249634,482.249634,0.010000,0.010000,-25.000000,-25.000000,0.000000,-299.535873,21,5,2,-54.719705,0.880000
13208,690,1137.799072,1961715.142395,2187.714111,453.777039,478.777039,0.010000,0.010000,-25.000000,-25.000000,0.000000,-324.535873,22,5,2,-54.719705,0.880000
13209,690,6063.337402,1955321.305054,1623.304688,478.199493,503.199493,0.010000,0.010000,-25.000000,-25.000000,0.000000,-349.535873,23,5,2,-54.719705,0.880000
13210,690,2045.489258,527659.185242,953.079590,455.513916,480.513916,0.010000,0.010000,-25.000000,-25.000000,0.000000,-374.535873,24,5,2,-54.719705,0.880000
13211,690,6560.017090,538182.512878,1258.567627,467.941071,492.941071,0.010000,0.010000,-25.000000,-25.000000,0.000000,-399.535873,25,5,2,-54.719705,0.880000
13212,690,1984.026733,1912920.042969,838.528442,476.153931,501.153931,0.010000,0.010000,-25.000000,-25.000000,0.000000,-424.535873,26,5,2,-54.719705,0.880000
13213,690,1709.296509,1485095.546021,1448.806030,452.338165,477.338165,0.010000,0.010000,-25.000000,-25.000000,0.000000,-449.535873,27,5,2,-54.719705,0.880000
13214,690,14050.201172,97135.820129,817.013428,487.295105,512.295105,0.010000,0.010000,-25.000000,-25.000000,0.000000,-474.535873,28,5,2,-54.719705,0.880000
13215,690,1154.102539,559673.538757,1140.592896,499.919159,524.919159,0.010000,0.010000,-25.000000,-25.000000,0.000000,-499.535873,29,5,2,-54.719705,0.880000
13216,690,8546.277344,1023299.819031,1318.546631,465.607666,458.451992,0.010000,0.010000,7.155674,7.155674,0.000000,-492.380199,30,5,3,-54.719705,0.880000
13217,690,8372.042969,1456754.096375,1324.921387,454.391113,479.391113,0.010000,0.010000,-25.000000,-25.000000,0.000000,-517.380199,31,5,3,-54.719705,0.880000
13218,690,1394.244629,1451405.100647,1246.485107,446.211609,441.378358,0.010000,0.010000,4.833251,4.833251,0.000000,-512.546949,32,5,4,-54.719705,0.880000
13219,690,1825.029175,1007229.727905,1198.794556,437.660553,462.660553,0.010000,0.010000,-25.000000,-25.000000,0.000000,-537.546949,33,5,4,-54.719705,0.880000
13220,690,1160.901367,563769.279968,1381.854248,447.592529,431.038177,0.010000,0.010000,16.554353,16.554353,0.000000,-520.992596,34,5,5,-54.719705,0.880000
13221,690,13809.509766,549558.733337,1364.440308,446.711548,471.711548,0.010000,0.010000,-25.000000,-25.000000,0.000000,-545.992596,35,5,5,-54.719705,0.880000
13222,690,8840.959961,1472650.493896,1094.071655,442.749756,467.749756,0.010000,0.010000,-25.000000,-25.000000,0.000000,-570.992596,36,5,5,-54.719705,0.880000
13223,690,1974.346191,1000417.675354,1085.209229,439.494141,464.494141,0.010000,0.010000,-25.000000,-25.000000,0.000000,-595.992596,37,5,5,-54.719705,0.880000
13224,690,2144.996582,47792.740784,1056.573364,444.352875,469.352875,0.010000,0.010000,-25.000000,-25.000000,0.000000,-620.992596,38,5,5,-54.719705,0.880000
13225,690,6500.894043,43874.288025,1090.098877,444.580902,469.580902,0.010000,0.010000,-25.000000,-25.000000,0.000000,-645.992596,39,5,5,-54.719705,0.880000
13226,690,2968.176758,515807.013611,1244.895508,442.739624,467.739624,0.010000,0.010000,-25.000000,-25.000000,0.000000,-670.992596,40,5,5,-54.719705,0.880000
13227,690,1630.847656,513886.793701,1842.842529,439.117065,464.117065,0.010000,0.010000,-25.000000,-25.000000,0.000000,-695.992596,41,5,5,-54.719705,0.880000
13228,690,5732.648438,1029026.429504,1521.938599,439.399750,464.399750,0.010000,0.010000,-25.000000,-25.000000,0.000000,-720.992596,42,5,5,-54.719705,0.880000
13229,690,7317.721191,1059546.815979,1490.583252,430.092926,455.092926,0.010000,0.010000,-25.000000,-25.000000,0.000000,-745.992596,43,5,5,-54.719705,0.880000
13230,690,6376.814453,520331.240906,1241.934814,447.018188,472.018188,0.010000,0.010000,-25.000000,-25.000000,0.000000,-770.992596,44,5,5,-54.719705,0.880000
13231,690,5451.159668,524031.184021,1412.051025,448.321991,473.321991,0.010000,0.010000,-25.000000,-25.000000,0.000000,-795.992596,45,5,5,-54.719705,0.880000
13232,690,6644.115723,6226.365234,1189.130371,453.865479,478.865479,0.010000,0.010000,-25.000000,-25.000000,0.000000,-820.992596,46,5,5,-54.719705,0.880000
13233,690,1439.768799,520686.501526,1348.509766,445.203339,470.203339,0.010000,0.010000,-25.000000,-25.000000,0.000000,-845.992596,47,5,5,-54.719705,0.880000
13234,690,1850.701416,520850.248596,1363.444336,442.896759,467.896759,0.010000,0.010000,-25.000000,-25.000000,0.000000,-870.992596,48,5,5,-54.719705,0.880000
13235,690,942.924805,1562975.016296,1165.113281,452.879395,477.879395,0.010000,0.010000,-25.000000,-25.000000,0.000000,-895.992596,49,5,5,-54.719705,0.880000
13236,690,5641.125000,18856.113220,1095.502197,453.177673,453.177673,0.010000,0.010000,0.000000,0.000000,0.000000,-895.992596,50,5,5,-54.719705,0.880000
13237,691,8564.202148,1023483.026855,1270.039429,608.022339,558.272817,0.010000,0.010000,49.749522,9.573900,40.175622,49.749522,1,1,1,-66.752064,0.875556
13238,691,8365.964844,1012467.977112,1317.014771,549.671143,502.740541,0.010000,0.010000,46.930601,7.006627,39.923974,96.680123,2,2,2,-66.752064,0.875556
13239,691,1628.203125,1008831.821167,1269.649414,527.686462,472.820165,0.010000,0.010000,54.866297,15.353102,39.513195,151.546420,3,3,3,-66.752064,0.875556
13240,691,7931.702148,47788.624695,1179.053345,522.189087,471.886256,0.010000,0.010000,50.302831,9.726858,40.575973,201.849251,4,4,4,-66.752064,0.875556
13241,691,1228.151611,1016664.873718,1014.455688,525.257996,508.871144,0.010000,0.010000,16.386852,16.386852,0.000000,218.236103,5,5,5,-66.752064,0.875556
13242,691,2412.143311,1017670.004395,1272.645874,517.148071,510.066269,0.010000,0.010000,7.081802,7.081802,0.000000,225.317905,6,5,6,-66.752064,0.875556
13243,691,8385.590820,1044464.025879,1530.366943,532.700073,525.064756,0.010000,0.010000,7.635318,7.635318,0.000000,232.953223,7,5,7,-66.752064,0.875556
13244,691,2237.948730,558603.061829,985.501709,519.030151,510.826789,0.010000,0.010000,8.203362,8.203362,0.000000,241.156585,8,5,8,-66.752064,0.875556
13245,691,8346.798828,1035444.099792,886.105957,63.954926,4.299252,0.010000,0.010000,59.655674,59.655674,0.000000,300.812258,9,5,9,-66.752064,0.875556
13246,692,1496.410889,56754.682800,992.784668,586.599609,529.073368,0.010000,0.010000,57.526241,16.525740,41.000501,57.526241,1,1,1,-54.514747,0.878889
13247,692,6868.000000,1052530.279968,762.826172,525.591492,532.879322,0.010000,0.010000,-7.287831,2.712169,-10.000000,50.238411,2,2,2,-54.514747,0.878889
13248,692,19834.605469,531963.474915,1252.402100,532.131409,536.723725,0.010000,0.010000,-4.592316,5.407684,-10.000000,45.646094,3,3,3,-54.514747,0.878889
13249,692,1852.274902,1065000.186829,750.385681,506.938782,455.835120,0.010000,0.010000,51.103662,7.583640,43.520022,96.749756,4,4,4,-54.514747,0.878889
13250,692,5490.240234,1044089.937195,1673.824707,499.864319,502.566291,0.010000,0.010000,-2.701972,7.298028,-10.000000,94.047784,5,5,5,-54.514747,0.878889
13251,692,2615.156494,525970.527527,1050.788574,499.920135,491.482324,0.010000,0.010000,8.437812,8.437812,0.000000,102.485596,6,5,6,-54.514747,0.878889
13252,692,2594.081543,527258.911865,990.692383,511.227509,491.381516,0.010000,0.010000,19.845992,19.845992,0.000000,122.331588,7,5,7,-54.514747,0.878889
13253,692,12569.288086,1558856.129211,1139.777344,516.534607,497.461068,0.010000,0.010000,19.073538,19.073538,0.000000,141.405126,8,5,8,-54.514747,0.878889
13254,692,14000.482422,1048148.859436,1124.622070,64.557808,8.099405,0.010000,0.010000,56.458403,56.458403,0.000000,197.863530,9,5,9,-54.514747,0.878889
13255,693,2347.104736,33133.793152,1222.315674,585.166260,520.408918,0.010000,0.010000,64.757341,21.502745,43.254596,64.757341,1,1,1,-42.993567,0.884444
13256,693,1685.083008,2029793.990173,1233.171509,518.321838,524.539654,0.010000,0.010000,-6.217816,3.782184,-10.000000,58.539526,2,2,2,-42.993567,0.884444
13257,693,1640.950439,40821.116150,1321.137573,483.743744,508.743744,0.010000,0.010000,-25.000000,-25.000000,0.000000,33.539526,3,3,2,-42.993567,0.884444
13258,693,901.816528,1993893.119690,1098.602417,497.314850,522.314850,0.010000,0.010000,-25.000000,-25.000000,0.000000,8.539526,4,4,2,-42.993567,0.884444
13259,693,1496.713989,539605.126587,1247.669434,501.316711,526.316711,0.010000,0.010000,-25.000000,-25.000000,0.000000,-16.460474,5,5,2,-42.993567,0.884444
13260,693,1629.110840,542941.898804,675.349609,513.355225,538.355225,0.010000,0.010000,-25.000000,-25.000000,0.000000,-41.460474,6,5,2,-42.993567,0.884444
13261,693,1331.657959,556463.789978,1064.755737,495.972473,520.972473,0.010000,0.010000,-25.000000,-25.000000,0.000000,-66.460474,7,5,2,-42.993567,0.884444
13262,693,8413.851562,1044120.369629,1360.350342,493.773254,518.773254,0.010000,0.010000,-25.000000,-25.000000,0.000000,-91.460474,8,5,2,-42.993567,0.884444
13263,693,1692.646729,1025540.072266,1192.784424,497.228210,522.228210,0.010000,0.010000,-25.000000,-25.000000,0.000000,-116.460474,9,5,2,-42.993567,0.884444
13264,693,1145.200439,65808.162415,1122.056274,533.367065,558.367065,0.010000,0.010000,-25.000000,-25.000000,0.000000,-141.460474,10,5,2,-42.993567,0.884444
13265,693,8030.222656,541293.150085,1198.782227,509.030914,534.030914,0.010000,0.010000,-25.000000,-25.000000,0.000000,-166.460474,11,5,2,-42.993567,0.884444
13266,693,5895.467773,1551304.571716,1356.064697,515.772827,540.772827,0.010000,0.010000,-25.000000,-25.000000,0.000000,-191.460474,12,5,2,-42.993567,0.884444
13267,693,1655.757446,1033843.522217,1331.544556,497.476379,522.476379,0.010000,0.010000,-25.000000,-25.000000,0.000000,-216.460474,13,5,2,-42.993567,0.884444
13268,693,6102.322754,1032250.754700,1661.010742,480.304871,505.304871,0.010000,0.010000,-25.000000,-25.000000,0.000000,-241.460474,14,5,2,-42.993567,0.884444
13269,693,1220.709351,529916.921448,828.327759,473.849487,498.849487,0.010000,0.010000,-25.000000,-25.000000,0.000000,-266.460474,15,5,2,-42.993567,0.884444
13270,693,2954.775879,32573.000671,1116.354492,477.907898,502.907898,0.010000,0.010000,-25.000000,-25.000000,0.000000,-291.460474,16,5,2,-42.993567,0.884444
13271,693,3997.223145,22959.475525,1387.278564,480.558289,505.558289,0.010000,0.010000,-25.000000,-25.000000,0.000000,-316.460474,17,5,2,-42.993567,0.884444
13272,693,1396.653931,1040745.166748,1418.935791,475.782684,500.782684,0.010000,0.010000,-25.000000,-25.000000,0.000000,-341.460474,18,5,2,-42.993567,0.884444
13273,693,1055.894043,11162.753967,1389.379639,467.327820,492.327820,0.010000,0.010000,-25.000000,-25.000000,0.000000,-366.460474,19,5,2,-42.993567,0.884444
13274,693,8423.643555,535566.098450,1311.285278,487.712311,512.712311,0.010000,0.010000,-25.000000,-25.000000,0.000000,-391.460474,20,5,2,-42.993567,0.884444
13275,693,904.382812,2201420.794128,1822.479980,473.567780,498.567780,0.010000,0.010000,-25.000000,-25.000000,0.000000,-416.460474,21,5,2,-42.993567,0.884444
13276,693,8879.591797,10495.894958,1590.494385,476.422089,501.422089,0.010000,0.010000,-25.000000,-25.000000,0.000000,-441.460474,22,5,2,-42.993567,0.884444
13277,693,6769.603027,528169.826660,920.050415,473.585663,498.585663,0.010000,0.010000,-25.000000,-25.000000,0.000000,-466.460474,23,5,2,-42.993567,0.884444
13278,693,2692.352051,3152196.915588,1156.273438,476.816833,501.816833,0.010000,0.010000,-25.000000,-25.000000,0.000000,-491.460474,24,5,2,-42.993567,0.884444
13279,693,7630.725586,1056212.564026,889.111450,486.965759,511.965759,0.010000,0.010000,-25.000000,-25.000000,0.000000,-516.460474,25,5,2,-42.993567,0.884444
13280,693,1297.419434,554212.620789,1495.495605,489.149261,514.149261,0.010000,0.010000,-25.000000,-25.000000,0.000000,-541.460474,26,5,2,-42.993567,0.884444
13281,693,818.191101,1991760.429382,958.904053,496.508118,521.508118,0.010000,0.010000,-25.000000,-25.000000,0.000000,-566.460474,27,5,2,-42.993567,0.884444
13282,693,1207.077637,607225.688232,939.804382,496.260590,521.260590,0.010000,0.010000,-25.000000,-25.000000,0.000000,-591.460474,28,5,2,-42.993567,0.884444
13283,693,7151.303711,1492378.117188,1057.208252,487.170380,512.170380,0.010000,0.010000,-25.000000,-25.000000,0.000000,-616.460474,29,5,2,-42.993567,0.884444
13284,693,8341.285156,1973634.689026,941.689941,482.178314,507.178314,0.010000,0.010000,-25.000000,-25.000000,0.000000,-641.460474,30,5,2,-42.993567,0.884444
13285,693,1453.064331,677519.373718,1452.800659,487.118134,512.118134,0.010000,0.010000,-25.000000,-25.000000,0.000000,-666.460474,31,5,2,-42.993567,0.884444
13286,693,2779.972900,653538.867676,1604.109619,500.682281,525.682281,0.010000,0.010000,-25.000000,-25.000000,0.000000,-691.460474,32,5,2,-42.993567,0.884444
13287,693,841.324524,195334.625183,1236.224121,480.480499,505.480499,0.010000,0.010000,-25.000000,-25.000000,0.000000,-716.460474,33,5,2,-42.993567,0.884444
13288,693,3421.166504,1053303.893616,1477.306396,513.727112,538.727112,0.010000,0.010000,-25.000000,-25.000000,0.000000,-741.460474,34,5,2,-42.993567,0.884444
13289,693,17679.050781,1539314.642395,1324.585205,470.516693,495.516693,0.010000,0.010000,-25.000000,-25.000000,0.000000,-766.460474,35,5,2,-42.993567,0.884444
13290,693,11174.953125,1036489.799438,1354.754272,476.593384,501.593384,0.010000,0.010000,-25.000000,-25.000000,0.000000,-791.460474,36,5,2,-42.993567,0.884444
13291,693,2018.549438,1036745.220154,1104.704956,484.929840,509.929840,0.010000,0.010000,-25.000000,-25.000000,0.000000,-816.460474,37,5,2,-42.993567,0.884444
13292,693,1977.958740,541230.722900,1091.247070,463.652557,488.652557,0.010000,0.010000,-25.000000,-25.000000,0.000000,-841.460474,38,5,2,-42.993567,0.884444
13293,693,7078.028809,559124.019836,1631.567261,477.680115,502.680115,0.010000,0.010000,-25.000000,-25.000000,0.000000,-866.460474,39,5,2,-42.993567,0.884444
13294,693,8119.958984,1633481.600891,781.329346,477.571838,502.571838,0.010000,0.010000,-25.000000,-25.000000,0.000000,-891.460474,40,5,2,-42.993567,0.884444
13295,693,2919.059082,6087.784119,1112.579590,461.819977,486.819977,0.010000,0.010000,-25.000000,-25.000000,0.000000,-916.460474,41,5,2,-42.993567,0.884444
13296,693,1946.298218,1096102.665710,1073.271729,476.985443,501.985443,0.010000,0.010000,-25.000000,-25.000000,0.000000,-941.460474,42,5,2,-42.993567,0.884444
13297,693,15552.217773,1095129.215515,1750.446045,483.291412,508.291412,0.010000,0.010000,-25.000000,-25.000000,0.000000,-966.460474,43,5,2,-42.993567,0.884444
13298,693,2107.654541,7210.335266,1475.842773,474.751190,468.232309,0.010000,0.010000,6.518882,6.518882,0.000000,-959.941593,44,5,3,-42.993567,0.884444
13299,693,2049.237305,536244.023254,1466.754150,480.507996,505.507996,0.010000,0.010000,-25.000000,-25.000000,0.000000,-984.941593,45,5,3,-42.993567,0.884444
13300,693,9499.925781,9347.858521,1326.087036,480.278229,505.278229,0.010000,0.010000,-25.000000,-25.000000,0.000000,-1009.941593,46,5,3,-42.993567,0.884444
13301,693,2162.530029,1589171.324646,1016.842957,515.820007,540.820007,0.010000,0.010000,-25.000000,-25.000000,0.000000,-1034.941593,47,5,3,-42.993567,0.884444
13302,693,15951.460938,1580053.967773,839.013184,495.178711,520.178711,0.010000,0.010000,-25.000000,-25.000000,0.000000,-1059.941593,48,5,3,-42.993567,0.884444
13303,693,8285.039062,538231.575439,1152.255615,477.910858,502.910858,0.010000,0.010000,-25.000000,-25.000000,0.000000,-1084.941593,49,5,3,-42.993567,0.884444
13304,693,18592.355469,1550974.078430,888.681396,481.881683,481.881683,0.010000,0.010000,0.000000,0.000000,0.000000,-1084.941593,50,5,3,-42.993567,0.884444
13305,694,7360.358398,1064587.742126,1181.192871,593.126282,539.702847,0.010000,0.010000,53.423434,9.717080,43.706355,53.423434,1,1,1,-56.840472,0.877778
13306,694,1426.101318,1068013.585876,1361.123413,519.638367,473.141091,0.010000,0.010000,46.497276,5.740300,40.756976,99.920710,2,2,2,-56.840472,0.877778
13307,694,1150.402588,120897.853699,1396.715698,520.439270,476.150056,0.010000,0.010000,44.289214,3.826984,40.462229,144.209924,3,3,3,-56.840472,0.877778
13308,694,1762.879150,1057537.965637,1251.122437,516.542419,470.984270,0.010000,0.010000,45.558150,5.407684,40.150466,189.768074,4,4,4,-56.840472,0.877778
13309,694,1249.197998,1069325.175842,1010.017700,504.890045,496.499636,0.010000,0.010000,8.390409,8.390409,0.000000,198.158483,5,5,5,-56.840472,0.877778
13310,694,6592.334961,568960.244324,1261.677246,529.886963,514.415134,0.010000,0.010000,15.471829,15.471829,0.000000,213.630312,6,5,6,-56.840472,0.877778
13311,694,1349.465088,1050003.776306,1189.822754,518.350952,509.194722,0.010000,0.010000,9.156230,9.156230,0.000000,222.786542,7,5,7,-56.840472,0.877778
13312,694,1593.327637,1072089.965515,1054.193359,531.728027,524.836446,0.010000,0.010000,6.891581,6.891581,0.000000,229.678123,8,5,8,-56.840472,0.877778
13313,694,1201.957397,1582437.268066,1479.088867,60.258011,0.751384,0.010000,0.010000,59.506627,59.506627,0.000000,289.184751,9,5,9,-56.840472,0.877778
13314,695,1537.694946,551986.124817,1216.634277,613.780396,587.935040,0.010000,0.010000,25.845356,2.205579,23.639777,25.845356,1,1,1,-47.211586,0.881111
13315,695,1120.469727,1544605.358582,1197.052490,599.474487,552.293072,0.010000,0.010000,47.181416,7.117546,40.063870,73.026772,2,2,2,-47.211586,0.881111
13316,695,6370.177246,1053487.304626,1528.670654,566.164917,516.942268,0.010000,0.010000,49.222649,8.230715,40.991934,122.249420,3,3,3,-47.211586,0.881111
13317,695,1180.148438,1067650.752625,1070.750000,504.670349,449.774592,0.010000,0.010000,54.895757,15.131753,39.764004,177.145177,4,4,4,-47.211586,0.881111
13318,695,2052.835449,549636.931702,1403.482178,499.674377,502.168169,0.010000,0.010000,-2.493791,7.506209,-10.000000,174.651386,5,5,5,-47.211586,0.881111
13319,695,6568.190430,1063156.920044,1056.200684,528.211365,512.679208,0.010000,0.010000,15.532157,15.532157,0.000000,190.183543,6,5,6,-47.211586,0.881111
13320,695,11952.137695,552431.621704,1200.996338,522.257385,512.623231,0.010000,0.010000,9.634154,9.634154,0.000000,199.817697,7,5,7,-47.211586,0.881111
13321,695,1164.467773,49284.248962,1270.367554,532.564697,513.208096,0.010000,0.010000,19.356601,19.356601,0.000000,219.174299,8,5,8,-47.211586,0.881111
13322,695,1505.828125,39496.337097,1166.867432,67.527252,7.570205,0.010000,0.010000,59.957047,59.957047,0.000000,279.131345,9,5,9,-47.211586,0.881111
13323,696,7676.981445,1064596.119385,1339.714600,573.636902,543.182941,0.010000,0.010000,30.453961,9.869246,20.584715,30.453961,1,1,1,-35.517430,0.884444
13324,696,1165.883179,541486.807678,1329.198486,575.722290,527.544551,0.010000,0.010000,48.177739,8.177779,39.999960,78.631699,2,2,2,-35.517430,0.884444
13325,696,2049.503418,2155960.893738,1176.758667,562.711060,538.879834,0.010000,0.010000,23.831226,23.831226,0.000000,102.462925,3,3,3,-35.517430,0.884444
13326,696,25435.703125,542710.026794,1108.086548,559.115784,490.833504,0.010000,0.010000,68.282280,24.552338,43.729942,170.745205,4,4,4,-35.517430,0.884444
13327,696,1722.317627,17914.570984,1717.964111,543.170837,546.129983,0.010000,0.010000,-2.959146,7.040854,-10.000000,167.786059,5,5,5,-35.517430,0.884444
13328,696,1523.997192,20807.516663,1245.303955,533.023376,524.805469,0.010000,0.010000,8.217907,8.217907,0.000000,176.003966,6,5,6,-35.517430,0.884444
13329,696,8064.321777,1627034.368713,1213.360840,468.319427,460.761845,0.010000,0.010000,7.557583,7.557583,0.000000,183.561549,7,5,7,-35.517430,0.884444
13330,696,13659.647461,1086039.217651,810.304443,502.091278,484.685477,0.010000,0.010000,17.405801,17.405801,0.000000,200.967350,8,5,8,-35.517430,0.884444
13331,696,1597.719238,567188.414734,803.869385,60.225677,-0.205372,0.010000,0.010000,60.431049,60.431049,0.000000,261.398399,9,5,9,-35.517430,0.884444
13332,697,1459.373291,569311.914307,921.553040,589.335938,542.446755,0.010000,0.010000,46.889182,7.087132,39.802050,46.889182,1,1,1,-34.778707,0.884444
13333,697,6592.259766,1605160.706604,1847.482910,590.796326,542.166738,0.010000,0.010000,48.629587,8.279511,40.350077,95.518769,2,2,2,-34.778707,0.884444
13334,697,2022.257080,553726.641663,1176.088867,517.976013,463.262363,0.010000,0.010000,54.713650,15.021455,39.692195,150.232419,3,3,3,-34.778707,0.884444
13335,697,2009.196045,1559468.270935,899.711426,501.514587,501.808135,0.010000,0.010000,-0.293547,9.706453,-10.000000,149.938872,4,4,4,-34.778707,0.884444
13336,697,1395.907227,1580572.721375,1021.733093,489.158783,495.498790,0.010000,0.010000,-6.340007,3.659993,-10.000000,143.598865,5,5,5,-34.778707,0.884444
13337,697,424.047943,577290.315125,1219.651367,511.064911,491.765699,0.010000,0.010000,19.299212,19.299212,0.000000,162.898077,6,5,6,-34.778707,0.884444
13338,697,876.079773,111160.977112,1112.499268,516.790771,501.437669,0.010000,0.010000,15.353102,15.353102,0.000000,178.251180,7,5,7,-34.778707,0.884444
