step,episode,loss_ddqn,loss_masac,loss_cvd,q_value_ddqn,q_overestimation_ddqn,epsilon_ddqn,epsilon_masac,reward_total,reward_agent1,reward_agent2,episode_reward,episode_length,episode_reshuffles,cubes_picked,avg_reward_100,success_rate
13339,697,1521.229248,602256.906555,1366.560791,521.547180,506.312058,0.010000,0.010000,15.235122,15.235122,0.000000,193.486302,8,5,8,-34.778707,0.884444
13340,697,8270.189453,1064101.675415,1563.391113,57.756126,1.297723,0.010000,0.010000,56.458403,56.458403,0.000000,249.944705,9,5,9,-34.778707,0.884444
13341,698,7818.742188,561081.647888,948.069214,614.933105,558.086690,0.010000,0.010000,56.846415,13.348261,43.498154,56.846415,1,1,1,-35.280712,0.884444
13342,698,12024.657227,2103044.278015,1072.998657,579.520142,532.040205,0.010000,0.010000,47.479936,7.275645,40.204292,104.326352,2,2,2,-35.280712,0.884444
13343,698,7841.282715,558980.206299,1345.463013,529.296997,483.396186,0.010000,0.010000,45.900811,4.915795,40.985017,150.227163,3,3,3,-35.280712,0.884444
13344,698,8143.331055,1063325.654846,1675.807739,554.087036,551.153219,0.010000,0.010000,2.933817,7.933817,-5.000000,153.160980,4,4,4,-35.280712,0.884444
13345,698,8171.947754,1064761.005554,1085.436157,522.553894,522.919740,0.010000,0.010000,-0.365846,9.634154,-10.000000,152.795134,5,5,5,-35.280712,0.884444
13346,698,2360.220215,2147051.563843,1412.871094,520.387207,511.955152,0.010000,0.010000,8.432055,8.432055,0.000000,161.227189,6,5,6,-35.280712,0.884444
13347,698,7731.470215,1073216.139343,991.894287,496.053925,488.522479,0.010000,0.010000,7.531446,7.531446,0.000000,168.758634,7,5,7,-35.280712,0.884444
13348,698,1899.511597,571613.309143,1404.453125,504.878510,486.427593,0.010000,0.010000,18.450917,18.450917,0.000000,187.209551,8,5,8,-35.280712,0.884444
13349,698,6954.035156,565884.878479,1019.562622,59.363903,-9.690450,0.010000,0.010000,69.054353,69.054353,0.000000,256.263904,9,5,9,-35.280712,0.884444
13350,699,1925.243530,2582098.053833,1289.274658,589.245361,540.722707,0.010000,0.010000,48.522655,7.541956,40.980699,48.522655,1,1,1,-35.842779,0.884444
13351,699,1735.972656,582735.163513,738.194519,523.177490,476.053750,0.010000,0.010000,47.123740,7.297629,39.826112,95.646395,2,2,2,-35.842779,0.884444
13352,699,968.078918,101522.828796,1145.120605,535.596069,531.116952,0.010000,0.010000,4.479117,4.479117,0.000000,100.125512,3,3,3,-35.842779,0.884444
13353,699,1240.592285,1068468.231445,1276.882690,523.969482,509.267874,0.010000,0.010000,14.701608,14.701608,0.000000,114.827121,4,4,4,-35.842779,0.884444
13354,699,866.295288,1070574.683411,1089.051514,530.502930,473.002419,0.010000,0.010000,57.500510,16.998669,40.501842,172.327631,5,5,5,-35.842779,0.884444
13355,699,653.534790,1069946.999207,930.229553,545.343628,529.660919,0.010000,0.010000,15.682709,15.682709,0.000000,188.010340,6,5,6,-35.842779,0.884444
13356,699,1776.897949,1571586.975037,1060.804077,517.826477,509.608570,0.010000,0.010000,8.217907,8.217907,0.000000,196.228247,7,5,7,-35.842779,0.884444
13357,699,1234.086182,1582950.521912,1301.092407,567.479065,559.626224,0.010000,0.010000,7.852841,7.852841,0.000000,204.081088,8,5,8,-35.842779,0.884444
13358,699,6276.150391,1071199.437317,1097.799072,59.510353,0.215045,0.010000,0.010000,59.295308,59.295308,0.000000,263.376397,9,5,9,-35.842779,0.884444
13359,700,9183.769531,568888.602539,756.522339,615.680786,571.994153,0.010000,0.010000,43.686633,3.958403,39.728229,43.686633,1,1,1,-22.386515,0.892222
13360,700,5822.527344,568655.330933,1151.197510,637.059814,589.219235,0.010000,0.010000,47.840579,8.283883,39.556696,91.527212,2,2,2,-22.386515,0.892222
13361,700,732.247131,1072078.009216,987.453003,579.664856,532.652191,0.010000,0.010000,47.012665,7.155674,39.856991,138.539876,3,3,3,-22.386515,0.892222
13362,700,11472.650391,2131568.490417,912.413574,554.314270,506.128511,0.010000,0.010000,48.185759,7.511974,40.673785,186.725635,4,4,4,-22.386515,0.892222
13363,700,17744.048828,2095856.301819,676.556396,492.594604,495.864220,0.010000,0.010000,-3.269616,6.730384,-10.000000,183.456020,5,5,5,-22.386515,0.892222
13364,700,8673.292969,1085177.357727,1446.609131,486.991882,472.384963,0.010000,0.010000,14.606919,14.606919,0.000000,198.062939,6,5,6,-22.386515,0.892222
13365,700,1662.988037,591815.877563,1667.355347,494.750763,490.557977,0.010000,0.010000,4.192786,4.192786,0.000000,202.255725,7,5,7,-22.386515,0.892222
13366,700,1797.640625,108934.698608,1631.103638,450.227325,424.604467,0.010000,0.010000,25.622858,25.622858,0.000000,227.878583,8,5,8,-22.386515,0.892222
13367,700,5985.666504,1120301.320007,1500.538574,65.303955,4.891807,0.010000,0.010000,60.412148,60.412148,0.000000,288.290731,9,5,9,-22.386515,0.892222
13368,701,2152.095703,586032.619202,1226.128296,574.256226,525.896973,0.010000,0.010000,48.359253,7.970344,40.388909,48.359253,1,1,1,-21.056916,0.892222
13369,701,2019.685059,1595821.745911,1180.879639,562.958801,558.191970,0.010000,0.010000,4.766831,4.766831,0.000000,53.126084,2,1,2,-21.056916,0.892222
13370,701,5637.382812,1090799.155884,1199.704590,576.400574,551.411150,0.010000,0.010000,24.989424,24.989424,0.000000,78.115508,3,2,3,-21.056916,0.892222
13371,701,1751.949341,1100375.260681,919.884766,545.565247,532.936766,0.010000,0.010000,12.628480,12.628480,0.000000,90.743988,4,3,4,-21.056916,0.892222
13372,701,1161.009033,1079874.327332,1046.697266,549.060181,501.050600,0.010000,0.010000,48.009581,7.286790,40.722791,138.753569,5,4,5,-21.056916,0.892222
13373,701,665.905640,2656004.103760,1185.796875,559.390808,552.601613,0.010000,0.010000,6.789195,6.789195,0.000000,145.542764,6,5,6,-21.056916,0.892222
13374,701,1491.089600,1097352.188293,1009.839294,542.211975,524.173644,0.010000,0.010000,18.038331,18.038331,0.000000,163.581095,7,5,7,-21.056916,0.892222
13375,701,1696.168457,572841.153015,1216.748779,556.882690,549.876063,0.010000,0.010000,7.006627,7.006627,0.000000,170.587722,8,5,8,-21.056916,0.892222
13376,701,8618.189453,580800.242859,1133.767822,61.455929,2.012630,0.010000,0.010000,59.443299,59.443299,0.000000,230.031021,9,5,9,-21.056916,0.892222
13377,702,3114.360840,1104122.269226,1003.879272,628.670837,568.725128,0.010000,0.010000,59.945710,16.248179,43.697531,59.945710,1,1,1,-21.807058,0.892222
13378,702,9572.126953,1622185.961426,1090.562500,624.085144,626.366235,0.010000,0.010000,-2.281091,7.718909,-10.000000,57.664619,2,2,2,-21.807058,0.892222
13379,702,2063.695557,598062.090149,1049.773193,604.742676,553.866070,0.010000,0.010000,50.876605,7.506209,43.370396,108.541224,3,3,3,-21.807058,0.892222
13380,702,14350.991211,98545.762573,1323.015625,591.471008,591.696106,0.010000,0.010000,-0.225098,9.774902,-10.000000,108.316126,4,4,4,-21.807058,0.892222
13381,702,1439.729248,599428.717224,1154.490845,571.571106,525.290924,0.010000,0.010000,46.280182,5.867481,40.412701,154.596309,5,5,5,-21.807058,0.892222
13382,702,13184.273438,1086758.831238,1423.690430,515.685059,512.186969,0.010000,0.010000,3.498089,3.498089,0.000000,158.094398,6,5,6,-21.807058,0.892222
13383,702,1161.333740,46384.491699,1204.365234,504.297272,488.483607,0.010000,0.010000,15.813664,15.813664,0.000000,173.908062,7,5,7,-21.807058,0.892222
13384,702,1488.023193,2733514.065735,1584.934082,500.930542,491.329935,0.010000,0.010000,9.600607,9.600607,0.000000,183.508670,8,5,8,-21.807058,0.892222
13385,702,7788.048340,1639142.348999,1062.185059,59.171494,-1.481306,0.010000,0.010000,60.652799,60.652799,0.000000,244.161469,9,5,9,-21.807058,0.892222
13386,703,6605.350586,588129.043396,1406.294189,577.777283,562.856608,0.010000,0.010000,14.920675,-25.000000,39.920675,14.920675,1,1,0,-8.529220,0.900000
13387,703,15820.941406,1119033.042175,1253.310547,571.962830,523.880972,0.010000,0.010000,48.081857,6.953620,41.128237,63.002532,2,2,1,-8.529220,0.900000
13388,703,7055.589844,1641530.878479,1273.338867,583.512329,535.974923,0.010000,0.010000,47.537406,8.005915,39.531490,110.539937,3,3,2,-8.529220,0.900000
13389,703,7956.968262,2117555.709778,1305.501587,497.985229,484.039274,0.010000,0.010000,13.945955,13.945955,0.000000,124.485893,4,4,3,-8.529220,0.900000
13390,703,2453.828613,587542.255493,1096.163574,498.167328,451.679547,0.010000,0.010000,46.487781,3.273598,43.214183,170.973674,5,5,4,-8.529220,0.900000
13391,703,1429.951172,1088923.186462,1645.439209,484.346405,470.165763,0.010000,0.010000,14.180642,14.180642,0.000000,185.154316,6,5,5,-8.529220,0.900000
13392,703,1275.439941,1121698.426453,1225.955322,488.455536,480.237629,0.010000,0.010000,8.217907,8.217907,0.000000,193.372223,7,5,6,-8.529220,0.900000
13393,703,8665.425781,143501.033936,1463.197021,500.457428,493.864276,0.010000,0.010000,6.593152,6.593152,0.000000,199.965375,8,5,7,-8.529220,0.900000
13394,703,1427.120483,1116862.900208,1580.554443,506.738434,495.811179,0.010000,0.010000,10.927255,10.927255,0.000000,210.892629,9,5,8,-8.529220,0.900000
13395,703,827.923096,113334.213745,1271.693848,59.433975,-0.714790,0.010000,0.010000,60.148765,60.148765,0.000000,271.041395,10,5,9,-8.529220,0.900000
13396,704,1256.621582,588930.942749,2376.788574,613.865601,562.649329,0.010000,0.010000,51.216272,8.038376,43.177896,51.216272,1,1,1,-8.424378,0.900000
13397,704,1668.705322,1115227.313416,1109.137207,551.234680,576.234680,0.010000,0.010000,-25.000000,-25.000000,0.000000,26.216272,2,1,1,-8.424378,0.900000
13398,704,1881.019043,37378.545959,1286.280518,573.145020,598.145020,0.010000,0.010000,-25.000000,-25.000000,0.000000,1.216272,3,1,1,-8.424378,0.900000
13399,704,1286.827759,563169.741455,1215.701050,581.285095,606.285095,0.010000,0.010000,-25.000000,-25.000000,0.000000,-23.783728,4,1,1,-8.424378,0.900000
13400,704,1484.514404,1159443.186401,859.133972,565.243286,514.616243,0.010000,0.010000,50.627044,9.728222,40.898822,26.843315,5,2,2,-8.424378,0.900000
13401,704,6832.659668,573153.339294,1273.772705,538.400574,521.748242,0.010000,0.010000,16.652331,16.652331,0.000000,43.495647,6,3,3,-8.424378,0.900000
13402,704,6298.579590,574216.623474,1450.969482,568.221313,593.221313,0.010000,0.010000,-25.000000,-25.000000,0.000000,18.495647,7,4,3,-8.424378,0.900000
13403,704,11556.421875,1739294.987610,1718.805908,543.129822,568.129822,0.010000,0.010000,-25.000000,-25.000000,0.000000,-6.504353,8,5,3,-8.424378,0.900000
13404,704,2434.859863,291.750305,1038.359009,556.432190,581.432190,0.010000,0.010000,-25.000000,-25.000000,0.000000,-31.504353,9,5,3,-8.424378,0.900000
13405,704,783.943115,593865.821655,1137.902954,509.331512,534.331512,0.010000,0.010000,-25.000000,-25.000000,0.000000,-56.504353,10,5,3,-8.424378,0.900000
13406,704,1359.068237,1134026.653931,1099.351807,534.887390,559.887390,0.010000,0.010000,-25.000000,-25.000000,0.000000,-81.504353,11,5,3,-8.424378,0.900000
13407,704,5558.002441,1693202.906677,1329.661377,530.482971,555.482971,0.010000,0.010000,-25.000000,-25.000000,0.000000,-106.504353,12,5,3,-8.424378,0.900000
13408,704,7393.092773,1667865.911926,1496.358398,532.540466,557.540466,0.010000,0.010000,-25.000000,-25.000000,0.000000,-131.504353,13,5,3,-8.424378,0.900000
13409,704,1028.146484,1120889.978760,1396.035889,521.942139,546.942139,0.010000,0.010000,-25.000000,-25.000000,0.000000,-156.504353,14,5,3,-8.424378,0.900000
13410,704,5574.537598,625553.938599,1158.840820,546.315735,571.315735,0.010000,0.010000,-25.000000,-25.000000,0.000000,-181.504353,15,5,3,-8.424378,0.900000
13411,704,1286.360107,1114146.437927,1390.043945,536.303040,561.303040,0.010000,0.010000,-25.000000,-25.000000,0.000000,-206.504353,16,5,3,-8.424378,0.900000
13412,704,16913.238281,164202.577332,1698.122070,502.780487,494.499784,0.010000,0.010000,8.280703,8.280703,0.000000,-198.223651,17,5,4,-8.424378,0.900000
13413,704,1006.070068,144354.928223,1132.288330,478.940033,503.940033,0.010000,0.010000,-25.000000,-25.000000,0.000000,-223.223651,18,5,4,-8.424378,0.900000
13414,704,889.113770,1107612.034973,918.697876,492.781097,517.781097,0.010000,0.010000,-25.000000,-25.000000,0.000000,-248.223651,19,5,4,-8.424378,0.900000
13415,704,883.005371,1629174.556213,1409.423462,474.517853,499.517853,0.010000,0.010000,-25.000000,-25.000000,0.000000,-273.223651,20,5,4,-8.424378,0.900000
13416,704,5448.621582,1132998.791138,818.582275,481.124481,506.124481,0.010000,0.010000,-25.000000,-25.000000,0.000000,-298.223651,21,5,4,-8.424378,0.900000
13417,704,20852.312500,2140720.101990,1034.366211,493.406281,518.406281,0.010000,0.010000,-25.000000,-25.000000,0.000000,-323.223651,22,5,4,-8.424378,0.900000
13418,704,584.680481,1616041.314026,746.629822,470.693665,495.693665,0.010000,0.010000,-25.000000,-25.000000,0.000000,-348.223651,23,5,4,-8.424378,0.900000
13419,704,618.171021,1107193.777100,1023.376892,470.391998,495.391998,0.010000,0.010000,-25.000000,-25.000000,0.000000,-373.223651,24,5,4,-8.424378,0.900000
13420,704,664.334961,589388.561401,1383.640137,482.202209,507.202209,0.010000,0.010000,-25.000000,-25.000000,0.000000,-398.223651,25,5,4,-8.424378,0.900000
13421,704,1559.998779,595789.443787,1226.773438,486.077301,511.077301,0.010000,0.010000,-25.000000,-25.000000,0.000000,-423.223651,26,5,4,-8.424378,0.900000
13422,704,6726.863281,606431.366394,1512.165161,477.216919,502.216919,0.010000,0.010000,-25.000000,-25.000000,0.000000,-448.223651,27,5,4,-8.424378,0.900000
13423,704,13195.154297,1132064.013916,1180.032715,478.420593,503.420593,0.010000,0.010000,-25.000000,-25.000000,0.000000,-473.223651,28,5,4,-8.424378,0.900000
13424,704,843.845825,609947.940979,1055.965576,464.553894,489.553894,0.010000,0.010000,-25.000000,-25.000000,0.000000,-498.223651,29,5,4,-8.424378,0.900000
13425,704,982.735840,1131681.308960,990.429993,475.338104,500.338104,0.010000,0.010000,-25.000000,-25.000000,0.000000,-523.223651,30,5,4,-8.424378,0.900000
13426,704,12095.421875,1114036.283325,996.989685,478.411041,503.411041,0.010000,0.010000,-25.000000,-25.000000,0.000000,-548.223651,31,5,4,-8.424378,0.900000
13427,704,6356.350098,30046.492859,1308.491211,481.185730,506.185730,0.010000,0.010000,-25.000000,-25.000000,0.000000,-573.223651,32,5,4,-8.424378,0.900000
13428,704,14004.452148,1122268.986877,1089.317383,460.048889,485.048889,0.010000,0.010000,-25.000000,-25.000000,0.000000,-598.223651,33,5,4,-8.424378,0.900000
13429,704,1401.042358,599220.107178,1266.222412,468.848175,493.848175,0.010000,0.010000,-25.000000,-25.000000,0.000000,-623.223651,34,5,4,-8.424378,0.900000
13430,704,2163.558105,574746.146606,1395.058105,464.049744,489.049744,0.010000,0.010000,-25.000000,-25.000000,0.000000,-648.223651,35,5,4,-8.424378,0.900000
13431,704,6052.661133,18603.519958,1627.424805,456.159882,481.159882,0.010000,0.010000,-25.000000,-25.000000,0.000000,-673.223651,36,5,4,-8.424378,0.900000
13432,704,1305.072388,572660.255554,951.782715,485.804535,510.804535,0.010000,0.010000,-25.000000,-25.000000,0.000000,-698.223651,37,5,4,-8.424378,0.900000
13433,704,896.905396,582358.142822,1138.244629,480.650482,505.650482,0.010000,0.010000,-25.000000,-25.000000,0.000000,-723.223651,38,5,4,-8.424378,0.900000
13434,704,7418.067383,1725470.302551,1169.815186,488.415955,513.415955,0.010000,0.010000,-25.000000,-25.000000,0.000000,-748.223651,39,5,4,-8.424378,0.900000
13435,704,1366.414551,1140953.182251,1123.598755,487.146545,512.146545,0.010000,0.010000,-25.000000,-25.000000,0.000000,-773.223651,40,5,4,-8.424378,0.900000
13436,704,937.392334,1135221.059204,1180.034424,489.653290,514.653290,0.010000,0.010000,-25.000000,-25.000000,0.000000,-798.223651,41,5,4,-8.424378,0.900000
13437,704,9496.888672,2791626.956238,1651.427490,499.160126,524.160126,0.010000,0.010000,-25.000000,-25.000000,0.000000,-823.223651,42,5,4,-8.424378,0.900000
13438,704,1507.154541,57226.157776,909.737915,516.125732,541.125732,0.010000,0.010000,-25.000000,-25.000000,0.000000,-848.223651,43,5,4,-8.424378,0.900000
13439,704,7784.726562,1117007.297363,1156.730957,504.290070,529.290070,0.010000,0.010000,-25.000000,-25.000000,0.000000,-873.223651,44,5,4,-8.424378,0.900000
13440,704,6736.791992,615924.346802,1462.235596,515.718811,540.718811,0.010000,0.010000,-25.000000,-25.000000,0.000000,-898.223651,45,5,4,-8.424378,0.900000
13441,704,6195.841797,1126632.241882,1081.655273,489.713226,514.713226,0.010000,0.010000,-25.000000,-25.000000,0.000000,-923.223651,46,5,4,-8.424378,0.900000
13442,704,1988.995605,1130306.103699,1529.468872,488.637451,513.637451,0.010000,0.010000,-25.000000,-25.000000,0.000000,-948.223651,47,5,4,-8.424378,0.900000
13443,704,1017.500427,1163120.384766,1174.286011,479.910706,504.910706,0.010000,0.010000,-25.000000,-25.000000,0.000000,-973.223651,48,5,4,-8.424378,0.900000
13444,704,13433.100586,135460.523743,1219.806885,478.299408,503.299408,0.010000,0.010000,-25.000000,-25.000000,0.000000,-998.223651,49,5,4,-8.424378,0.900000
13445,704,1525.246216,1645472.040649,867.288391,477.240509,477.240509,0.010000,0.010000,0.000000,0.000000,0.000000,-998.223651,50,5,4,-8.424378,0.900000
13446,705,2215.059570,1655124.097534,2009.224854,587.448730,563.963337,0.010000,0.010000,23.485393,3.125406,20.359987,23.485393,1,1,1,-20.929958,0.894444
13447,705,5020.012207,1147117.818054,1096.221191,593.122742,546.321765,0.010000,0.010000,46.800977,6.891786,39.909190,70.286370,2,2,2,-20.929958,0.894444
13448,705,2082.234863,616092.676758,882.318481,561.070984,557.449308,0.010000,0.010000,3.621675,3.621675,0.000000,73.908046,3,3,3,-20.929958,0.894444
13449,705,786.919556,1114800.642334,957.292969,564.177673,517.128870,0.010000,0.010000,47.048804,7.253256,39.795547,120.956849,4,4,4,-20.929958,0.894444
13450,705,1077.003662,3826586.561157,965.628418,561.704407,503.918729,0.010000,0.010000,57.785678,16.554353,41.231325,178.742527,5,5,5,-20.929958,0.894444
13451,705,791.069336,594739.704041,1294.667603,547.684875,543.871211,0.010000,0.010000,3.813664,3.813664,0.000000,182.556191,6,5,6,-20.929958,0.894444
13452,705,1496.707886,1138260.454285,1529.842651,534.394531,517.885402,0.010000,0.010000,16.509129,16.509129,0.000000,199.065320,7,5,7,-20.929958,0.894444
13453,705,6063.786133,608404.695068,1246.558350,541.315308,516.506006,0.010000,0.010000,24.809301,24.809301,0.000000,223.874622,8,5,8,-20.929958,0.894444
13454,705,5359.088379,614162.522278,1194.249634,63.318310,3.811683,0.010000,0.010000,59.506627,59.506627,0.000000,283.381249,9,5,9,-20.929958,0.894444
13455,706,854.308350,618454.395142,917.842041,594.415955,552.466083,0.010000,0.010000,41.949872,2.232948,39.716924,41.949872,1,1,1,-20.158571,0.894444
13456,706,1155.462891,609327.584351,1667.859375,596.842957,550.290039,0.010000,0.010000,46.552918,5.672107,40.880811,88.502789,2,2,2,-20.158571,0.894444
13457,706,750.586792,1117543.822205,1332.454224,603.187561,555.753739,0.010000,0.010000,47.433822,3.958403,43.475418,135.936611,3,3,3,-20.158571,0.894444
13458,706,1501.518433,1153399.560974,1200.710571,590.788025,582.917993,0.010000,0.010000,7.870032,7.870032,0.000000,143.806643,4,4,4,-20.158571,0.894444
13459,706,842.603394,590109.574951,763.913208,592.087646,597.563942,0.010000,0.010000,-5.476296,4.523704,-10.000000,138.330348,5,5,5,-20.158571,0.894444
