episode,total_reward,reward_agent1_total,reward_agent2_total,length,cubes_picked,success,reshuffles,distance_reduced,time_saved,avg_q_value,avg_q_overestimation,avg_reward_100,success_rate_100
688,217.927615,66.906639,151.020976,11,9,1.000000,5,0.760488,1.520976,465.914157,446.102555,-66.366409,0.875556
689,200.916736,136.941566,63.975170,9,9,1.000000,5,0.987585,1.975170,470.195786,447.871704,-54.719705,0.880000
690,-895.992596,-1046.617180,150.624584,50,5,0.555556,5,0.562292,1.124584,470.260531,488.180383,-66.752064,0.875556
691,300.812258,140.623494,160.188764,9,9,1.000000,5,1.094382,2.188764,485.073361,451.649777,-54.514747,0.878889
692,197.863530,143.343007,54.520523,9,9,1.000000,5,-0.239739,-0.479477,471.485074,449.500238,-42.993567,0.884444
693,-1084.941593,-1118.196189,33.254596,50,3,0.333333,5,-0.372702,-0.745404,489.705717,511.404549,-56.840472,0.877778
694,289.184751,124.108725,165.076026,9,9,1.000000,5,-0.211987,-0.423974,477.206704,445.075065,-47.211586,0.881111
695,279.131345,144.671761,134.459584,9,9,1.000000,5,0.229792,0.459584,492.702803,461.688209,-35.517430,0.884444
696,261.398399,167.083783,94.314616,9,9,1.000000,5,-0.092692,-0.185384,486.446292,457.402026,-34.778707,0.884444
697,249.944705,150.100383,99.844322,9,9,1.000000,5,0.672161,1.344322,477.326737,449.555103,-35.280712,0.884444
698,256.263904,146.576442,109.687462,9,9,1.000000,5,0.093731,0.187462,486.786080,458.312313,-35.842779,0.884444
699,263.376397,142.067745,121.308652,9,9,1.000000,5,-0.095674,-0.191348,488.072317,458.808273,-22.386515,0.892222
700,288.290731,138.475030,149.815701,9,9,1.000000,5,0.157850,0.315701,486.287584,454.255281,-21.056916,0.892222
701,230.031021,148.919321,81.111700,9,9,1.000000,5,0.305850,0.611700,503.131381,477.572379,-21.807058,0.892222
702,244.161469,136.680841,107.480628,9,9,1.000000,5,-0.759686,-1.519372,511.180571,484.051519,-8.529220,0.900000
703,271.041395,107.246810,163.794585,10,9,1.000000,5,-0.102708,-0.205415,476.883678,449.779538,-8.424378,0.900000
704,-998.223651,-1082.300368,84.076717,50,4,0.444444,5,-0.461641,-0.923283,504.413521,524.377994,-20.929958,0.894444
705,283.381249,142.085199,141.296050,9,9,1.000000,5,0.148025,0.296050,506.026396,474.539590,-20.158571,0.894444
706,230.266535,116.193382,114.073154,9,9,1.000000,5,-0.213423,-0.426846,517.895142,492.309971,-21.571490,0.894444
707,-1057.857584,-1119.572902,61.715317,50,3,0.333333,5,-0.142341,-0.284683,511.561588,532.718740,-34.532348,0.887778
708,291.379238,138.297750,153.081488,9,9,1.000000,5,0.290744,0.581488,489.641204,457.265733,-33.893160,0.887778
709,328.632010,163.806728,164.825282,9,9,1.000000,5,-0.337359,-0.674718,479.197520,442.682852,-20.909204,0.894444
710,249.003453,149.431108,99.572345,9,9,1.000000,5,-0.213828,-0.427655,468.482680,440.815630,-8.894810,0.897778
711,-1017.538903,-1090.716851,73.177948,50,4,0.444444,5,-0.161026,-0.322052,469.077586,489.428364,-21.360326,0.892222
712,272.937260,157.880865,115.056395,9,9,1.000000,5,-0.471802,-0.943605,504.640536,474.314174,-21.082246,0.892222
713,-817.800657,-978.793427,160.992770,50,7,0.777778,5,-0.003615,-0.007230,462.966702,479.322715,-32.263161,0.890000
714,217.532839,157.813718,59.719121,9,9,1.000000,5,0.359561,0.719121,485.655665,461.485350,-32.701342,0.890000
715,251.400870,139.693760,111.707111,9,9,1.000000,5,0.103555,0.207111,467.901195,439.967765,-32.245838,0.890000
716,179.799005,-0.130057,179.929062,15,9,1.000000,5,0.464531,0.929062,545.508647,533.522047,-32.638380,0.890000
717,-894.035822,-993.678400,99.642578,50,7,0.777778,5,-0.178711,-0.357422,449.764913,467.645630,-44.435286,0.887778
718,286.619220,79.686517,206.932703,11,9,1.000000,5,0.216351,0.432703,510.020092,483.963800,-32.223454,0.893333
719,-982.522389,-1099.612329,117.089940,50,4,0.444444,5,-0.205030,-0.410060,475.845378,495.495826,-45.513397,0.887778
720,257.461922,137.544625,119.917296,9,9,1.000000,5,-0.041352,-0.082704,491.222361,462.615481,-45.899809,0.887778
721,245.548377,131.269616,114.278760,9,9,1.000000,5,-0.110620,-0.221240,467.646975,440.363822,-45.248419,0.887778
722,268.742973,163.191855,105.551118,9,9,1.000000,5,0.275559,0.551118,485.191312,455.330982,-45.237899,0.887778
723,207.456518,137.386913,70.069604,9,9,1.000000,5,-0.215198,-0.430396,506.244519,483.193795,-46.060579,0.887778
724,-996.361481,-1097.723773,101.362292,50,4,0.444444,5,-0.068854,-0.137708,488.585544,508.512774,-47.555357,0.885556
725,-967.054371,-1049.888736,82.834365,50,5,0.555556,5,-0.082818,-0.165635,483.329327,502.670415,-59.564602,0.881111
726,-84.750162,-239.360927,154.610765,21,8,0.888889,5,-0.444617,-0.889235,502.223759,506.259481,-63.320544,0.880000
727,268.851324,124.562143,144.289182,9,9,1.000000,5,0.644591,1.289182,509.336708,479.464339,-63.163459,0.880000
728,235.318414,115.106346,120.212069,9,9,1.000000,5,0.106034,0.212069,474.364499,448.218008,-63.850619,0.880000
729,250.880169,150.312909,100.567260,9,9,1.000000,5,0.283630,0.567260,462.866497,434.990923,-51.629072,0.885556
730,276.867889,122.544477,154.323412,9,9,1.000000,5,0.161706,0.323412,479.805540,449.042441,-51.036349,0.885556
731,250.744849,146.406784,104.338065,9,9,1.000000,5,0.669032,1.338065,504.678175,476.817636,-38.935172,0.890000
732,242.355555,157.134594,85.220961,9,9,1.000000,5,-0.389519,-0.779039,466.532771,439.604376,-39.325928,0.890000
733,252.105141,141.800483,110.304658,9,9,1.000000,5,0.152329,0.304658,497.045323,469.033641,-30.534260,0.891111
734,-976.959598,-1100.510552,123.550954,50,4,0.444444,5,-0.474523,-0.949046,505.094752,524.633944,-43.023145,0.885556
735,287.084605,123.069049,164.015556,9,9,1.000000,5,0.007778,0.015556,470.085758,438.187469,-42.876692,0.885556
736,272.364254,150.329834,122.034419,9,9,1.000000,5,0.267210,0.534419,458.533323,428.270628,-29.849858,0.893333
737,254.601173,101.103948,153.497226,11,9,1.000000,5,-0.251387,-0.502774,480.441540,457.295979,-16.798352,0.900000
738,-894.316860,-1095.199852,200.882992,50,4,0.444444,5,0.191496,0.382992,465.543484,483.429822,-16.262064,0.898889
739,240.899406,140.069667,100.829739,9,9,1.000000,5,-0.335131,-0.670261,466.453039,439.686439,-16.591340,0.898889
740,-885.359224,-984.974661,99.615436,50,6,0.666667,5,0.557718,1.115436,467.827116,485.534301,-27.856728,0.895556
741,356.849482,157.607681,199.241801,9,9,1.000000,5,0.870901,1.741801,483.723792,444.073849,-26.282342,0.895556
742,351.051128,149.513125,201.538003,9,9,1.000000,5,0.519001,1.038003,480.215252,441.209572,-24.857511,0.895556
743,315.036270,154.392279,160.643991,9,9,1.000000,5,-0.178005,-0.356009,474.358515,439.354485,-23.911447,0.895556
744,-1095.198004,-1167.286375,72.088371,50,2,0.222222,5,0.044185,0.088371,487.402693,509.306654,-38.018083,0.887778
745,336.523510,133.183848,203.339662,10,9,1.000000,5,-0.080169,-0.160338,482.027934,448.375583,-28.565118,0.888889
746,-996.722294,-1037.601488,40.879194,50,5,0.555556,5,-0.060403,-0.120806,495.308898,515.243344,-41.040141,0.884444
747,-1043.561129,-1127.267680,83.706552,50,3,0.333333,5,0.103276,0.206552,501.419971,522.291193,-53.936025,0.877778
748,225.114372,126.724942,98.389430,9,9,1.000000,5,-0.305285,-0.610570,496.020551,471.007843,-50.642977,0.878889
749,-992.734005,-1116.772380,124.038375,50,3,0.333333,5,-0.230813,-0.461625,527.424869,547.279549,-63.699145,0.872222
750,290.902508,128.534374,162.368134,9,9,1.000000,5,-0.065933,-0.131866,466.914553,434.592052,-62.506964,0.872222
751,160.990313,141.017123,19.973190,9,9,1.000000,5,0.236595,0.473190,483.845519,465.957707,-57.289306,0.873333
752,313.249801,148.505479,164.744322,9,9,1.000000,5,-0.377839,-0.755678,492.590265,457.784731,-56.237144,0.873333
753,304.462205,139.650853,164.811353,9,9,1.000000,5,-0.344324,-0.688647,488.058563,454.229429,-55.741512,0.873333
754,-998.861594,-1150.409513,151.547919,50,2,0.222222,5,0.273959,0.547919,486.705562,506.682793,-68.225064,0.865556
755,-1050.677174,-1129.615716,78.938542,50,3,0.333333,5,-0.030729,-0.061458,493.722224,514.735767,-68.247379,0.864444
756,-940.153583,-1089.945290,149.791707,50,4,0.444444,5,0.145853,0.291707,510.818381,529.621453,-69.065120,0.862222
757,-868.845892,-1019.587700,150.741808,50,6,0.666667,5,-0.129096,-0.258192,454.755632,472.132550,-80.697628,0.858889
758,198.621235,124.447304,74.173931,9,9,1.000000,5,-0.413034,-0.826069,506.039800,483.970774,-81.351937,0.858889
759,202.705655,141.492325,61.213330,9,9,1.000000,5,0.356665,0.713330,504.732727,482.209876,-82.026811,0.858889
760,260.224421,135.950308,124.274113,9,9,1.000000,5,-0.112944,-0.225887,474.622527,445.708703,-70.360753,0.862222
761,250.941233,149.393063,101.548171,9,9,1.000000,5,0.024085,0.048171,499.243101,471.360742,-70.367253,0.862222
762,296.754409,136.670521,160.083888,9,9,1.000000,5,0.291944,0.583888,474.267904,441.295192,-66.840039,0.863333
763,268.069410,144.673501,123.395908,9,9,1.000000,5,0.197954,0.395908,502.546132,472.760642,-66.591902,0.863333
764,248.677386,138.920568,109.756818,9,9,1.000000,5,-0.121591,-0.243182,484.158186,456.527366,-66.519315,0.863333
765,251.187001,131.124350,120.062651,9,9,1.000000,5,0.031326,0.062651,483.688955,455.779288,-65.861697,0.863333
766,74.301424,-90.731777,165.033201,15,7,0.777778,5,-0.983400,-1.966799,533.568813,528.615385,-67.573321,0.861111
767,306.937413,142.532384,164.405028,9,9,1.000000,5,0.202514,0.405028,497.921108,463.816951,-67.510013,0.861111
768,255.980578,144.862871,111.117707,9,9,1.000000,5,-0.191146,-0.382293,493.437108,464.994822,-67.350878,0.861111
769,-902.310795,-1004.086270,101.775475,50,7,0.777778,5,0.137737,0.275475,452.278927,470.325143,-79.290999,0.858889
770,273.189609,161.929930,111.259679,9,9,1.000000,5,-0.120160,-0.240321,491.192432,460.838031,-67.126551,0.864444
771,227.053303,116.842935,110.210367,9,9,1.000000,5,0.105184,0.210367,501.732447,476.504303,-67.455509,0.864444
772,272.994882,122.124626,150.870255,10,9,1.000000,5,0.685128,1.370255,488.769048,461.469559,-67.541031,0.864444
773,-786.506971,-989.729371,203.222401,50,7,0.777778,5,-0.138800,-0.277599,449.678278,465.408418,-66.479556,0.864444
774,-789.181601,-994.086301,204.904700,50,7,0.777778,5,-0.047650,-0.095300,467.660007,483.443639,-76.691326,0.862222
775,287.382315,132.397091,154.985224,9,9,1.000000,5,-0.257388,-0.514776,506.797407,474.866038,-76.019001,0.862222
776,-908.433983,-1056.378221,147.944238,50,5,0.555556,5,-0.027881,-0.055762,495.728598,513.897278,-74.798004,0.864444
777,298.013004,132.244362,165.768642,9,9,1.000000,5,0.134321,0.268642,498.646759,465.534203,-70.277858,0.865556
778,287.986436,132.848313,155.138123,9,9,1.000000,5,1.069061,2.138123,504.568469,472.569976,-70.107752,0.865556
779,-805.958329,-954.531495,148.573166,49,7,0.777778,5,0.286583,0.573166,465.777009,482.225138,-69.410678,0.865556
780,258.568720,144.616864,113.951857,9,9,1.000000,5,-0.274072,-0.548143,471.111503,442.381645,-69.587070,0.865556
781,-956.679547,-1079.965522,123.285975,50,4,0.444444,5,0.142988,0.285975,478.970964,498.104555,-80.226880,0.861111
782,302.135372,157.953612,144.181760,9,9,1.000000,5,0.340880,0.681760,487.773373,454.202776,-80.089914,0.861111
783,288.352572,134.493548,153.859024,9,9,1.000000,5,-0.070488,-0.140976,489.330968,457.291794,-79.884622,0.861111
784,298.729856,141.254922,157.474933,9,9,1.000000,5,-0.012533,-0.025067,488.485469,455.293263,-80.124103,0.861111
785,-1079.411921,-1157.649965,78.238043,50,2,0.222222,5,-0.130978,-0.261957,521.587840,543.176078,-93.897653,0.853333
786,277.989266,165.087839,112.901427,9,9,1.000000,5,-0.049287,-0.098573,488.958959,458.071262,-93.267524,0.853333
787,198.736179,148.040283,50.695897,9,9,1.000000,5,0.097948,0.195897,490.186725,468.104927,-82.766619,0.857778
788,304.540993,149.129662,155.411331,9,9,1.000000,5,-0.044335,-0.088669,471.171417,437.333529,-81.900486,0.857778
789,290.372936,129.359309,161.013627,9,9,1.000000,5,0.006813,0.013627,485.023096,452.759436,-81.005924,0.857778
790,278.081218,168.692382,109.388837,9,9,1.000000,5,0.444418,0.888837,508.806381,477.908468,-69.265186,0.862222
791,317.795642,114.552705,203.242937,10,9,1.000000,5,-0.128532,-0.257063,495.069534,463.289969,-69.095352,0.862222
792,-171.560902,-325.145491,153.584589,25,7,0.777778,5,-0.457705,-0.915411,483.386552,490.248988,-72.789596,0.860000
793,-195.335179,-335.623607,140.288428,26,8,0.888889,5,-0.355786,-0.711572,495.445931,502.958823,-63.893532,0.865556
794,271.841881,149.704229,122.137652,9,9,1.000000,5,-0.431174,-0.862348,470.939104,440.734451,-64.066961,0.865556
795,252.019245,140.946258,111.072987,9,9,1.000000,5,-0.213507,-0.427013,495.140495,467.138357,-64.338082,0.865556
796,337.516649,134.074242,203.442407,9,9,1.000000,5,-0.028797,-0.057593,491.611311,454.109461,-63.576899,0.865556
797,173.155060,153.396940,19.758120,9,9,1.000000,5,0.129060,0.258120,483.034417,463.794966,-64.344796,0.865556
798,-806.416671,-968.283728,161.867057,50,7,0.777778,5,-0.316472,-0.632943,475.792412,491.920746,-74.971601,0.863333
799,208.724567,147.086166,61.638401,9,9,1.000000,5,1.069200,2.138401,491.751368,468.559750,-75.518120,0.863333
800,238.477572,127.648349,110.829223,9,9,1.000000,5,0.414611,0.829223,471.894840,445.397332,-76.016251,0.863333
801,236.349205,74.462439,161.886766,11,9,1.000000,5,0.443383,0.886766,504.493810,483.007519,-75.953069,0.863333
802,-931.558979,-1043.072429,111.513451,50,5,0.555556,5,-0.743275,-1.486549,467.893276,486.524455,-87.710274,0.858889
803,240.988680,137.577302,103.411378,9,9,1.000000,5,0.705689,1.411378,507.675205,480.898685,-88.010801,0.858889
804,-828.176801,-989.788470,161.611669,50,7,0.777778,5,-0.444166,-0.888331,456.498654,473.062190,-86.310332,0.862222
805,-976.619085,-1126.882721,150.263636,50,3,0.333333,5,0.381818,0.763636,485.191719,504.724101,-98.910336,0.855556
806,220.450652,149.786441,70.664210,9,9,1.000000,5,0.082105,0.164210,500.832928,476.338411,-99.008495,0.855556
807,240.266024,128.162147,112.103877,9,9,1.000000,5,0.301939,0.603877,498.277547,471.581322,-86.027259,0.862222
808,-942.380775,-1121.076080,178.695305,50,3,0.333333,5,-0.152347,-0.304695,495.724288,514.571904,-98.364859,0.855556
809,256.629469,146.151353,110.478116,9,9,1.000000,5,0.239058,0.478116,483.084250,454.569864,-99.084884,0.855556
810,254.314778,139.678483,114.636295,9,9,1.000000,5,0.068148,0.136295,485.591398,457.334201,-99.031771,0.855556
811,202.582621,142.092347,60.490274,9,9,1.000000,5,-0.004863,-0.009726,503.431357,480.922177,-86.830556,0.861111
812,302.159033,135.861997,166.297036,9,9,1.000000,5,-0.351482,-0.702964,469.579725,436.006500,-86.538338,0.861111
813,248.039047,146.094415,101.944632,9,9,1.000000,5,0.972316,1.944632,495.932770,468.372876,-75.879941,0.863333
814,202.005330,141.102880,60.902450,9,9,1.000000,5,0.201225,0.402450,481.857814,459.412777,-76.035216,0.863333
815,285.902328,118.597138,167.305190,9,9,1.000000,5,-0.597405,-1.194810,474.265386,442.498460,-75.690201,0.863333
816,248.954909,94.247645,154.707264,11,9,1.000000,5,-0.396368,-0.792736,497.451797,474.819533,-74.998642,0.863333
817,280.997058,130.691571,150.305487,9,9,1.000000,5,0.402744,0.805487,470.308218,439.086323,-63.248313,0.865556
818,253.791746,140.610569,113.181177,9,9,1.000000,5,0.090588,0.181177,481.904608,453.705525,-63.576588,0.865556
819,311.363526,146.980185,164.383342,9,9,1.000000,5,0.191671,0.383342,479.852568,445.256621,-50.637729,0.871111
820,-920.214580,-991.662527,71.447946,50,7,0.777778,5,-0.276027,-0.552054,469.773443,488.177735,-62.414494,0.868889
821,260.701110,139.024490,121.676620,9,9,1.000000,5,0.088310,0.176620,499.414759,470.447969,-62.262967,0.868889
822,295.508167,141.042863,154.465304,9,9,1.000000,5,0.232652,0.465304,470.700428,437.866187,-61.995315,0.868889
823,-776.872461,-978.157002,201.284542,50,7,0.777778,5,0.392271,0.784542,477.631921,493.169371,-71.838605,0.866667
824,-777.674072,-982.804231,205.130159,50,7,0.777778,5,-0.684921,-1.369841,456.781973,472.335455,-69.651730,0.870000
825,212.098140,152.311908,59.786232,9,9,1.000000,5,0.393116,0.786232,497.500871,473.934411,-57.860205,0.874444
826,223.578747,159.271566,64.307181,9,9,1.000000,5,0.153591,0.307181,486.529862,461.687779,-54.776916,0.875556
827,-972.001785,-1122.842811,150.841026,50,3,0.333333,5,-0.329487,-0.658974,497.996825,517.436861,-67.185447,0.868889
828,-32.148048,-133.474160,101.326112,20,9,1.000000,5,-0.086944,-0.173888,515.394430,517.001833,-69.860112,0.868889
829,324.958878,159.828057,165.130821,9,9,1.000000,5,-0.184590,-0.369179,494.256899,458.150357,-69.119325,0.868889
830,254.647780,127.912100,126.735680,9,9,1.000000,5,-0.382160,-0.764320,498.326466,470.032268,-69.341526,0.868889
831,-1038.994978,-1158.038527,119.043549,50,2,0.222222,5,0.271774,0.543549,513.168320,533.948220,-82.238924,0.861111
832,261.876054,142.461110,119.414944,9,9,1.000000,5,0.457472,0.914944,491.342882,462.245542,-82.043719,0.861111
833,218.439364,144.614433,73.824931,9,9,1.000000,5,0.162465,0.324931,490.941310,466.670270,-82.380377,0.861111
834,262.998755,110.150563,152.848193,10,9,1.000000,5,0.174096,0.348193,472.114582,445.814707,-69.980794,0.866667
835,-281.939565,-434.443718,152.504152,30,8,0.888889,5,0.002076,0.004152,500.951929,510.349914,-75.671035,0.865556
836,188.136608,148.361495,39.775113,9,9,1.000000,5,0.137556,0.275113,490.679005,469.774938,-76.513312,0.865556
837,246.655641,142.876862,103.778779,9,9,1.000000,5,-0.360611,-0.721221,503.052100,475.645918,-76.592767,0.865556
838,216.137686,162.591277,53.546409,9,9,1.000000,5,0.023204,0.046409,500.095761,476.080463,-65.488222,0.871111
839,306.466733,157.235461,149.231272,9,9,1.000000,5,0.615636,1.231272,474.971121,440.919262,-64.832548,0.871111
840,-871.114763,-1021.439192,150.324429,50,6,0.666667,5,-0.337785,-0.675571,475.651692,493.073987,-64.690104,0.871111
841,279.136142,117.080612,162.055530,9,9,1.000000,5,-0.222235,-0.444470,469.552119,438.536992,-65.467237,0.871111
842,-902.084566,-1064.928548,162.843981,50,5,0.555556,5,-0.578009,-1.156019,507.127950,525.169641,-77.998594,0.866667
843,-981.664690,-1052.684374,71.019683,50,5,0.555556,5,0.259842,0.519683,511.626141,531.259435,-90.965604,0.862222
844,-930.670724,-1083.239896,152.569172,50,4,0.444444,5,0.034586,0.069172,472.228187,490.841601,-89.320331,0.864444
845,295.715653,134.965931,160.749722,9,9,1.000000,5,-0.125139,-0.250278,482.040334,449.183040,-89.728409,0.864444
846,-961.729727,-1062.647094,100.917367,50,5,0.555556,5,-0.291316,-0.582633,486.416729,505.651324,-89.378484,0.864444
847,-1094.389994,-1125.369776,30.979782,50,3,0.333333,5,-0.010109,-0.020218,496.970724,518.858524,-89.886772,0.864444
848,241.741972,142.282464,99.459509,9,9,1.000000,5,0.479754,0.959509,491.475124,464.614904,-89.720496,0.864444
849,-966.537376,-1087.196854,120.659478,50,4,0.444444,5,0.329739,0.659478,495.766595,515.097343,-89.458530,0.865556
850,-919.754325,-1122.673609,202.919284,50,3,0.333333,5,-0.290358,-0.580716,472.158410,490.553497,-101.565098,0.858889
851,-1125.144361,-1154.307261,29.162900,50,2,0.222222,5,-0.168550,-0.337100,493.712111,516.214998,-114.426445,0.851111
852,277.081914,126.762068,150.319846,9,9,1.000000,5,0.409923,0.819846,456.552709,425.765830,-114.788124,0.851111
853,164.212960,122.686214,41.526746,10,9,1.000000,5,0.763373,1.526746,497.266132,480.844836,-116.190616,0.851111
854,209.130039,158.191036,50.939003,9,9,1.000000,5,0.719502,1.439003,500.226752,476.990081,-104.110700,0.858889
855,-145.090578,-348.908494,203.817916,25,7,0.777778,5,0.158958,0.317916,474.676459,480.480082,-95.054834,0.863333
856,-998.049973,-1131.357042,133.307069,50,3,0.333333,5,-0.346465,-0.692931,481.648939,501.609938,-95.633798,0.862222
857,318.585229,152.573945,166.011285,9,9,1.000000,5,-0.494358,-0.988715,484.583045,449.184686,-83.759487,0.865556
858,-829.744670,-980.042321,150.297651,50,7,0.777778,5,-0.351174,-0.702349,434.539811,451.134704,-94.043146,0.863333
859,-978.470954,-1131.524616,153.053662,50,3,0.333333,5,-0.473169,-0.946338,504.745692,524.315111,-105.854912,0.856667
860,296.014569,144.664675,151.349894,9,9,1.000000,5,0.674947,1.349894,486.321553,453.431045,-105.497011,0.856667
861,-894.901112,-1019.898401,124.997289,50,6,0.666667,5,-0.501355,-1.002711,479.827161,497.725183,-116.955434,0.853333
862,-958.108524,-1159.703067,201.594543,50,2,0.222222,5,-0.202728,-0.405457,501.448885,520.611056,-129.504063,0.845556
863,252.848186,153.190688,99.657498,9,9,1.000000,5,-0.171251,-0.342502,479.441437,451.347194,-129.656276,0.845556
864,281.143531,161.841058,119.302472,9,9,1.000000,5,0.401236,0.802472,485.231689,453.993519,-129.331614,0.845556
865,186.612643,127.230715,59.381928,9,9,1.000000,5,0.190964,0.381928,482.509189,461.774451,-129.977358,0.845556
866,-585.514027,-786.281649,200.767622,42,7,0.777778,5,0.133811,0.267622,453.582068,467.522878,-136.575512,0.845556
867,259.108967,149.160876,109.948091,9,9,1.000000,5,0.974046,1.948091,502.195188,473.405303,-137.053797,0.845556
868,-1045.353553,-1076.318665,30.965111,50,4,0.444444,5,-0.017444,-0.034889,493.731032,514.638103,-150.067138,0.840000
869,-1078.372398,-1158.159181,79.786784,50,2,0.222222,5,0.393392,0.786784,494.853282,516.420730,-151.827754,0.834444
870,286.148926,134.380771,151.768155,9,9,1.000000,5,-0.365922,-0.731845,468.897837,437.103512,-151.698161,0.834444
871,-1001.128730,-1110.395231,109.266501,50,3,0.333333,5,0.383250,0.766501,470.936432,490.959006,-163.979981,0.827778
872,308.740670,152.748734,155.991936,9,9,1.000000,5,-0.004032,-0.008064,485.806071,451.501552,-163.622523,0.827778
873,240.329124,144.301273,96.027851,9,9,1.000000,5,0.013925,0.027851,490.373957,463.670721,-153.354162,0.830000
874,-928.954708,-1133.571518,204.616810,50,3,0.333333,5,-0.191595,-0.383190,486.431079,505.010173,-154.751893,0.825556
875,-1083.503056,-1124.035979,40.532923,50,3,0.333333,5,-0.233538,-0.467077,466.027493,487.697554,-168.460747,0.818889
876,217.748712,128.270124,89.478588,9,9,1.000000,5,0.489294,0.978588,482.614196,458.419895,-157.198920,0.823333
877,-927.642538,-1088.381257,160.738719,50,4,0.444444,5,-0.130641,-0.261281,466.990989,485.543840,-169.455476,0.817778
878,257.216072,143.471488,113.744584,9,9,1.000000,5,0.372292,0.744584,504.992451,476.412887,-169.763179,0.817778
879,-426.518804,-540.226443,113.707639,36,9,1.000000,5,0.353819,0.707639,502.084839,513.932584,-165.968784,0.820000
880,339.498711,131.024191,208.474520,10,9,1.000000,5,0.237260,0.474520,493.166106,459.216235,-165.159484,0.820000
881,328.719741,168.467031,160.252710,9,9,1.000000,5,0.376355,0.752710,457.255233,420.730817,-152.305491,0.825556
882,-1000.431606,-1159.712697,159.281091,50,2,0.222222,5,0.640545,1.281091,504.194971,524.203603,-165.331161,0.817778
883,-1035.623908,-1161.094947,125.471039,50,2,0.222222,5,-0.264480,-0.528961,520.344746,541.057224,-178.570926,0.810000
884,-929.212929,-1129.454933,200.242004,50,3,0.333333,5,-0.128998,-0.257996,477.900944,496.485203,-190.850354,0.803333
885,333.888315,172.339787,161.548528,9,9,1.000000,5,0.274264,0.548528,484.196211,447.097509,-176.717351,0.811111
886,261.369257,142.388115,118.981142,9,9,1.000000,5,0.240571,0.481142,504.169781,475.128753,-176.883551,0.811111
887,298.138018,94.019215,204.118803,11,9,1.000000,5,0.309402,0.618803,474.950036,447.846580,-175.889533,0.811111
888,-995.120903,-1095.894563,100.773660,50,4,0.444444,5,0.386830,0.773660,490.567885,510.470303,-188.886152,0.805556
889,203.138892,143.223557,59.915335,9,9,1.000000,5,0.457668,0.915335,486.636446,464.065458,-189.758492,0.805556
890,329.722759,125.484710,204.238049,9,9,1.000000,5,-0.380976,-0.761951,494.100204,457.464342,-189.242077,0.805556
891,287.561344,136.791794,150.769550,9,9,1.000000,5,-0.115225,-0.230450,473.406302,441.455042,-189.544420,0.805556
892,232.291732,162.882986,69.408746,9,9,1.000000,5,0.204373,0.408746,475.745551,449.935359,-185.505894,0.807778
893,311.127936,146.643620,164.484316,9,9,1.000000,5,0.242158,0.484316,487.468302,452.898532,-180.441262,0.808889
894,274.349523,142.048466,132.301057,9,9,1.000000,5,-0.099472,-0.198943,480.305425,449.822145,-180.416186,0.808889
895,236.957432,132.253108,104.704324,10,9,1.000000,5,1.352162,2.704324,497.350049,473.654306,-180.566804,0.808889
896,330.437569,129.070607,201.366962,9,9,1.000000,5,0.433481,0.866962,469.996427,433.281141,-180.637595,0.808889
897,316.869697,156.912259,159.957439,9,9,1.000000,5,0.978719,1.957439,487.494734,452.286990,-179.200449,0.808889
898,202.335745,141.436656,60.899088,9,9,1.000000,5,0.199544,0.399088,491.587970,469.106221,-169.112924,0.811111
899,284.670370,133.228655,151.441716,9,9,1.000000,5,0.220858,0.441716,475.185136,443.555095,-168.353466,0.811111
900,307.119897,156.105932,151.013964,9,9,1.000000,5,0.756982,1.513964,470.235662,436.111229,-167.667043,0.811111
901,311.860865,157.560703,154.300162,9,9,1.000000,5,0.650081,1.300162,478.122579,443.471372,-166.911927,0.811111
902,-900.322744,-1103.570223,203.247479,50,4,0.444444,5,-0.126261,-0.252521,477.764788,495.771242,-166.599564,0.810000
903,206.039015,135.603447,70.435568,9,9,1.000000,5,-0.032216,-0.064432,475.234542,452.341318,-166.949061,0.810000
904,-984.553004,-1191.753120,207.200117,50,1,0.111111,5,-0.399942,-0.799883,501.404630,521.095690,-168.512823,0.803333
905,247.233096,132.363384,114.869713,9,9,1.000000,5,0.184856,0.369713,474.215676,446.745332,-156.274301,0.810000
906,-924.531878,-1126.304065,201.772187,50,3,0.333333,5,-0.113907,-0.227813,485.547826,504.038463,-167.724126,0.803333
907,-928.634620,-1084.834792,156.200172,50,4,0.444444,5,0.100086,0.200172,472.801656,491.374349,-179.413133,0.797778
908,-811.137988,-976.393075,165.255087,50,7,0.777778,5,-0.122456,-0.244913,436.591579,452.814339,-178.100705,0.802222
909,181.588241,119.397936,62.190305,9,9,1.000000,5,0.095153,0.190305,451.267835,431.091364,-178.851117,0.802222
910,-1043.835857,-1164.927656,121.091799,50,2,0.222222,5,0.545899,1.091799,508.855555,529.732272,-191.832624,0.794444
911,49.348295,-12.691663,62.039958,13,8,0.888889,5,0.019979,0.039958,490.737760,486.941737,-193.364967,0.793333
912,-1088.756591,-1118.313477,29.556886,50,3,0.333333,5,0.028443,0.056886,479.316541,501.091673,-207.274123,0.786667
913,291.010913,137.090724,153.920189,9,9,1.000000,5,0.710095,1.420189,515.185435,482.850890,-206.844404,0.786667
914,251.822042,138.623897,113.198145,9,9,1.000000,5,0.099073,0.198145,453.517838,425.537611,-206.346237,0.786667
915,-171.964745,-339.845360,167.880615,25,8,0.888889,5,-0.309693,-0.619385,477.244452,484.123042,-210.924908,0.785556
